,id,nid,latitude,longitude,type,beds,category0,huc6,hand,dem,catchid,zone,category,25-1,25-2,25-3,25-4,25-5,25-6,25-7,25-8,25-9,25-10,25-11,25-12,25-13,25-14,25-15,25-16,25-17,25-18,25-19,25-20,25-21,25-22,25-23,25-24,25-25,geometry,code
0,7477418,h1,29.95315813,-96.26009777,HOSPITAL,32,SENDER,120701.0,21.73178673,88.49492645,3122636.0,none,RECEIVER,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.351013196,0.41218755799999995,0.39430070899999997,0.41700377200000005,0.601426248,0.72335581,0.8159899970000001,0.665659517,0.653724052,0.503426253,0.44842342700000004,POINT (-96.26009777 29.95315813),r001
1,73678962,h2,29.69450237,-96.78813415,HOSPITAL,38,SENDER,121001.0,17.84401894,118.1921997,7845289.0,none,RECEIVER,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.654057902,0.802078003,3.477370531,3.4318914069999997,3.075809638,2.692386453,1.116036346,2.559925479,2.499963958,3.1016980430000003,0.654057902,POINT (-96.78813415 29.69450237),r002
2,16977434,h3,29.58775858,-96.34528470000001,HOSPITAL,25,SENDER,120903.0,6.686262131,52.63502121,3763126.0,none,RECEIVER,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,0.00032913699999999996,POINT (-96.34528470000001 29.58775858),r003
3,11578934,h4,29.69451784,-96.5433111,HOSPITAL,40,SENDER,120903.0,7.384333133999999,60.08036423,3762970.0,none,RECEIVER,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.224181912,1.36446438,2.238968476,2.267601111,2.306596833,2.244741496,1.887876985,1.3085588479999999,1.331336624,2.108001306,1.224181912,POINT (-96.5433111 29.69451784),r004
4,44377469,h5,29.57632884,-95.77093702,HOSPITAL,168,RECEIVER,120701.0,3.75091958,29.63468742,3123672.0,none,RECEIVER,0.64953381,0.64953381,0.744416373,1.043663907,1.052735024,1.47472383,1.47472383,1.52237261,1.528705376,1.520798788,1.569946934,1.5567652330000001,1.53766927,1.489778331,1.456891249,1.229438399,0.987800748,0.980093993,1.053104501,1.055807993,1.00162911,0.64953381,0.64953381,1.055251975,0.64953381,POINT (-95.77093702000001 29.57632884),r005
5,49677479,h6,29.59811706,-95.62434848,HOSPITAL,7,SENDER,120701.0,6.467935562,21.77572823,3123226.0,none,RECEIVER,0.8708181209999999,0.8708181209999999,1.9283506240000001,2.658492828,2.684884691,4.153245443,4.153245443,4.245376222,4.213164735,4.25637095,4.567073885,4.5188745489999995,4.523957558999999,4.462697723,4.375074017,3.6499813039999998,2.853570925,2.8786601569999997,2.955586723,2.94180967,2.62424699,1.31666113,1.295548556,2.546138805,1.698303417,POINT (-95.62434847999999 29.59811706),r006
6,52477478,h10,29.60445437,-95.62032464,HOSPITAL,100,RECEIVER,120402.0,6.160565853,23.21544647,1572990.0,none,RECEIVER,0.8685378,0.8685378,1.133933769,2.512928895,2.5656500980000003,4.471841684,4.471841684,4.516701468,4.51089961,4.5147248310000005,4.620693807,4.618052377,4.670128318,4.773514502,4.754480213,4.3396594969999995,3.0430869310000004,3.667670938,2.7651154439999996,2.788749068,2.320015582,0.883526433,0.8685378,1.227303325,1.279502704,POINT (-95.62032464000001 29.60445437),r007
7,50677479,h12,29.58958616,-95.6301656,HOSPITAL,319,RECEIVER,120701.0,3.305597067,22.49407387,3123226.0,none,RECEIVER,0.8708181209999999,0.8708181209999999,1.9283506240000001,2.658492828,2.684884691,4.153245443,4.153245443,4.245376222,4.213164735,4.25637095,4.567073885,4.5188745489999995,4.523957558999999,4.462697723,4.375074017,3.6499813039999998,2.853570925,2.8786601569999997,2.955586723,2.94180967,2.62424699,1.31666113,1.295548556,2.546138805,1.698303417,POINT (-95.6301656 29.58958616),r008
8,75777407,h14,29.69434022,-95.76104056,HOSPITAL,72,SENDER,120401.0,11.27217197,29.95236206,1439615.0,none,RECEIVER,0.6130468170000001,0.6130468170000001,0.6130468170000001,0.79459819,0.825476179,4.491888108,4.491888108,5.070141259,5.089674253,5.1936040519999995,5.682536262999999,5.692773875,5.834993292,5.919030106,5.970455096,5.318103359,2.371602184,2.267235861,1.889096594,1.571011149,1.436978479,0.6130468170000001,0.6130468170000001,0.6130468170000001,0.6130468170000001,POINT (-95.76104056 29.69434022),r009
9,6177401,h19,29.72380542,-95.46121904,HOSPITAL,64,SENDER,120401.0,9.559620857,16.61435318,1439601.0,none,RECEIVER,0.892113577,0.892113577,3.3594334139999997,7.711786357,7.748575251,9.179503138,9.179503138,9.263893843,9.250767381000001,9.233915898,9.32598587,9.317092473999999,9.359834458,9.340022973,9.360086675,8.877756548999999,7.926291786,7.867104632,7.850889682,7.923719411,7.843891257999999,3.391860838,3.10082301,1.928134569,3.690470612,POINT (-95.46121904 29.72380542),r010
