stagingArea	sender	vehicleType	c_ijv
a4	s005	v20	2832
a4	s006	v00	1379
a4	s006	v20	2666
a4	s007	v00	1441
a4	s007	v20	2786
a4	s008	v00	1392
a4	s008	v20	2692
a4	s010	v00	976
a4	s010	v20	1887
a4	s013	v00	988
a4	s013	v20	1910
a4	s015	v00	1246
a4	s015	v20	2410
a4	s018	v00	1143
a4	s018	v20	2210
a4	s019	v00	989
a4	s019	v20	1912
a4	s020	v00	1139
a4	s020	v20	2203
a4	s021	v00	1254
a4	s021	v20	2425
a4	s022	v00	1155
a4	s022	v20	2233
a4	s024	v00	953
a4	s024	v20	1843
a4	s025	v00	1148
a4	s025	v20	2219
a4	s026	v00	1151
a4	s026	v20	2226
a4	s027	v00	1078
a4	s027	v20	2084
a4	s029	v00	1199
a4	s029	v20	2318
a4	s030	v00	1142
a4	s030	v20	2209
a4	s031	v00	1280
a4	s031	v20	2475
a4	s032	v00	985
a4	s032	v20	1905
a4	s034	v00	984
a4	s034	v20	1902
a4	s035	v00	1151
a4	s035	v20	2226
a4	s036	v00	1104
a4	s036	v20	2135
a4	s039	v00	1165
a4	s039	v20	2252
a4	s040	v00	1144
a4	s040	v20	2213
a4	s043	v00	1182
a4	s043	v20	2285
a4	s044	v00	1697
a4	s044	v20	3281
a4	s049	v00	906
a4	s049	v20	1751
a4	s051	v00	907
a4	s051	v20	1754
a4	s053	v00	190
a4	s053	v20	367
a4	s054	v00	254
a4	s054	v20	492
a4	s055	v00	107
a4	s055	v20	207
a4	s056	v00	2152
a4	s056	v20	4161
a4	s057	v00	2150
a4	s057	v20	4157
a4	s058	v00	1355
a4	s058	v20	2620
a4	s059	v00	1353
a4	s059	v20	2615
a4	s060	v00	1370
a4	s060	v20	2649
a4	s061	v00	1322
a4	s061	v20	2557
a4	s062	v00	1322
a4	s062	v20	2556
a4	s063	v00	1499
a4	s063	v20	2899
a4	s064	v00	1357
a4	s064	v20	2624
a4	s065	v00	1561
a4	s065	v20	3019
a4	s066	v00	1377
a4	s066	v20	2664
a4	s067	v00	1393
a4	s067	v20	2694
a4	s068	v00	1447
a4	s068	v20	2797
a4	s069	v00	1513
a4	s069	v20	2926
a4	s070	v00	1322
a4	s070	v20	2556
a4	s071	v00	1357
a4	s071	v20	2624
a4	s072	v00	1334
a4	s072	v20	2580
a4	s073	v00	1442
a4	s073	v20	2787
a4	s074	v00	1323
a4	s074	v20	2557
a4	s075	v00	1330
a4	s075	v20	2572
a4	s076	v00	1354
a4	s076	v20	2619
a4	s077	v00	1457
a4	s077	v20	2816
a4	s078	v00	1354
a4	s078	v20	2618
a4	s079	v00	1377
a4	s079	v20	2662
a4	s080	v00	1382
a4	s080	v20	2672
a4	s081	v00	1322
a4	s081	v20	2557
a4	s082	v00	1348
a4	s082	v20	2606
a4	s083	v00	1495
a4	s083	v20	2891
a4	s084	v00	1323
a4	s084	v20	2557
a4	s085	v00	1294
a4	s085	v20	2501
a4	s086	v00	1437
a4	s086	v20	2779
a4	s087	v00	1538
a4	s087	v20	2974
a4	s088	v00	1379
a4	s088	v20	2666
a4	s089	v00	1518
a4	s089	v20	2934
a4	s090	v00	1370
a4	s090	v20	2649
a4	s091	v00	1359
a4	s091	v20	2628
a4	s092	v00	1458
a4	s092	v20	2820
a4	s094	v00	1296
a4	s094	v20	2505
a4	s095	v00	1251
a4	s095	v20	2419
a4	s096	v00	1166
a4	s096	v20	2255
a4	s097	v00	1091
a4	s097	v20	2110
a4	s098	v00	1396
a4	s098	v20	2699
a4	s099	v00	1013
a4	s099	v20	1960
a4	s100	v00	1329
a4	s100	v20	2569
a4	s101	v00	1275
a4	s101	v20	2466
a4	s102	v00	1291
a4	s102	v20	2496
a4	s103	v00	1266
a4	s103	v20	2448
a4	s104	v00	1074
a4	s104	v20	2076
a4	s105	v00	1155
a4	s105	v20	2234
a4	s106	v00	1343
a4	s106	v20	2596
a4	s108	v00	1078
a4	s108	v20	2085
a4	s109	v00	1364
a4	s109	v20	2638
a4	s110	v00	1195
a4	s110	v20	2311
a4	s111	v00	1278
a4	s111	v20	2472
a4	s112	v00	736
a4	s112	v20	1424
a4	s114	v00	1230
a4	s114	v20	2378
a4	s117	v00	1222
a4	s117	v20	2362
a4	s118	v00	1177
a4	s118	v20	2275
a4	s119	v00	1235
a4	s119	v20	2389
a4	s120	v00	1190
a4	s120	v20	2300
a4	s121	v00	1143
a4	s121	v20	2210
a4	s122	v00	818
a4	s122	v20	1582
a4	s123	v00	1266
a4	s123	v20	2449
a4	s124	v00	1157
a4	s124	v20	2237
a4	s127	v00	1026
a4	s127	v20	1984
a4	s130	v00	1229
a4	s130	v20	2376
a4	s131	v00	1207
a4	s131	v20	2335
a4	s132	v00	1062
a4	s132	v20	2053
a4	s133	v00	1236
a4	s133	v20	2390
a4	s134	v00	804
a4	s134	v20	1554
a4	s135	v00	931
a4	s135	v20	1801
a4	s138	v00	987
a4	s138	v20	1908
a4	s139	v00	1232
a4	s139	v20	2383
a4	s141	v00	1275
a4	s141	v20	2465
a4	s142	v00	1185
a4	s142	v20	2291
a4	s144	v00	1164
a4	s144	v20	2251
a4	s145	v00	988
a4	s145	v20	1911
a4	s147	v00	1301
a4	s147	v20	2516
a4	s149	v00	1013
a4	s149	v20	1959
a4	s150	v00	1266
a4	s150	v20	2449
a4	s153	v00	1137
a4	s153	v20	2199
a4	s154	v00	1328
a4	s154	v20	2568
a4	s155	v00	1326
a4	s155	v20	2563
a4	s156	v00	1246
a4	s156	v20	2410
a4	s157	v00	1287
a4	s157	v20	2489
a4	s158	v00	1190
a4	s158	v20	2301
a4	s159	v00	1057
a4	s159	v20	2043
a4	s160	v00	983
a4	s160	v20	1901
a4	s161	v00	1356
a4	s161	v20	2622
a4	s162	v00	1185
a4	s162	v20	2291
a4	s164	v00	1190
a4	s164	v20	2301
a4	s165	v00	983
a4	s165	v20	1900
a4	s167	v00	1280
a4	s167	v20	2475
a4	s169	v00	1068
a4	s169	v20	2065
a4	s170	v00	1219
a4	s170	v20	2357
a4	s171	v00	1013
a4	s171	v20	1959
a4	s173	v00	1039
a4	s173	v20	2009
a4	s174	v00	1242
a4	s174	v20	2402
a4	s175	v00	1214
a4	s175	v20	2347
a4	s176	v00	1137
a4	s176	v20	2199
a4	s179	v00	1223
a4	s179	v20	2364
a4	s181	v00	1432
a4	s181	v20	2770
a4	s182	v00	814
a4	s182	v20	1574
a4	s183	v00	1193
a4	s183	v20	2308
a4	s184	v00	1353
a4	s184	v20	2617
a4	s186	v00	1137
a4	s186	v20	2199
a4	s187	v00	994
a4	s187	v20	1922
a4	s188	v00	1306
a4	s188	v20	2526
a4	s189	v00	1272
a4	s189	v20	2460
a4	s190	v00	1031
a4	s190	v20	1994
a4	s192	v00	1268
a4	s192	v20	2451
a4	s195	v00	1331
a4	s195	v20	2574
a4	s196	v00	1151
a4	s196	v20	2226
a4	s204	v00	1140
a4	s204	v20	2205
a4	s205	v00	1313
a4	s205	v20	2539
a4	s207	v00	1190
a4	s207	v20	2301
a4	s209	v00	1160
a4	s209	v20	2243
a4	s210	v00	1325
a4	s210	v20	2562
a4	s213	v00	1949
a4	s213	v20	3768
a4	s214	v00	1949
a4	s214	v20	3768
a4	s215	v00	977
a4	s215	v20	1889
a4	s216	v00	970
a4	s216	v20	1876
a4	s217	v00	1256
a4	s217	v20	2429
a4	s218	v00	1141
a4	s218	v20	2207
a4	s219	v00	1256
a4	s219	v20	2429
a4	s220	v00	1151
a4	s220	v20	2226
a4	s221	v00	980
a4	s221	v20	1894
a4	s222	v00	1151
a4	s222	v20	2226
a4	s223	v00	1157
a4	s223	v20	2238
a4	s224	v00	1151
a4	s224	v20	2226
a4	s225	v00	979
a4	s225	v20	1894
a4	s226	v00	1106
a4	s226	v20	2138
a4	s227	v00	969
a4	s227	v20	1875
a4	s228	v00	1149
a4	s228	v20	2222
a4	s229	v00	1151
a4	s229	v20	2226
a4	s230	v00	1256
a4	s230	v20	2429
a4	s231	v00	1137
a4	s231	v20	2198
a4	s232	v00	1869
a4	s232	v20	3614
a4	s233	v00	1890
a4	s233	v20	3655
a4	s234	v00	1867
a4	s234	v20	3609
a4	s238	v00	1401
a4	s238	v20	2709
a4	s244	v00	1695
a4	s244	v20	3278
a4	s247	v00	1110
a4	s247	v20	2147
a4	s249	v00	1697
a4	s249	v20	3281
a4	s252	v00	1097
a4	s252	v20	2121
a4	s254	v00	1197
a4	s254	v20	2314
a4	s256	v00	1501
a4	s256	v20	2902
a4	s257	v00	1075
a4	s257	v20	2078
a4	s264	v00	1343
a4	s264	v20	2596
a4	s266	v00	1196
a4	s266	v20	2312
a4	s268	v00	1001
a4	s268	v20	1936
a4	s271	v00	985
a4	s271	v20	1904
a4	s272	v00	1024
a4	s272	v20	1980
a4	s278	v00	1009
a4	s278	v20	1952
a4	s289	v00	891
a4	s289	v20	1723
a4	s291	v00	913
a4	s291	v20	1766
a4	s293	v00	973
a4	s293	v20	1881
a4	s296	v00	913
a4	s296	v20	1766
a4	s302	v00	959
a4	s302	v20	1855
a4	s303	v00	959
a4	s303	v20	1855
a4	s305	v00	189
a4	s305	v20	365
a4	s306	v00	265
a4	s306	v20	513
a4	s307	v00	209
a4	s307	v20	404
a4	s308	v00	203
a4	s308	v20	393
a4	s309	v00	101
a4	s309	v20	196
a4	s310	v00	66
a4	s310	v20	128
a4	s311	v00	190
a4	s311	v20	368
a4	s312	v00	262
a4	s312	v20	507
a4	s313	v00	558
a4	s313	v20	1079
a5	s001	v00	14
a5	s001	v20	28
a5	s002	v00	20
a5	s002	v20	39
a5	s003	v00	66
a5	s003	v20	129
a5	s004	v00	22
a5	s004	v20	43
a5	s005	v00	92
a5	s005	v20	178
a5	s006	v00	20
a5	s006	v20	38
a5	s007	v00	68
a5	s007	v20	132
a5	s008	v00	20
a5	s008	v20	39
a5	s010	v00	402
a5	s010	v20	777
a5	s013	v00	451
a5	s013	v20	872
a5	s015	v00	432
a5	s015	v20	835
a5	s018	v00	238
a5	s018	v20	460
a5	s019	v00	447
a5	s019	v20	865
a5	s020	v00	240
a5	s020	v20	464
a5	s021	v00	420
a5	s021	v20	813
a5	s022	v00	223
a5	s022	v20	432
a5	s024	v00	424
a5	s024	v20	821
a5	s025	v00	286
a5	s025	v20	553
a5	s026	v00	228
a5	s026	v20	441
a5	s027	v00	295
a5	s027	v20	570
a5	s029	v00	190
a5	s029	v20	367
a5	s030	v00	234
a5	s030	v20	453
a5	s031	v00	140
a5	s031	v20	271
a5	s032	v00	449
a5	s032	v20	868
a5	s034	v00	448
a5	s034	v20	867
a5	s035	v00	224
a5	s035	v20	434
a5	s036	v00	282
a5	s036	v20	547
a5	s039	v00	660
a5	s039	v20	1276
a5	s040	v00	587
a5	s040	v20	1135
a5	s043	v00	208
a5	s043	v20	403
a5	s044	v00	567
a5	s044	v20	1097
a5	s049	v00	818
a5	s049	v20	1581
a5	s051	v00	818
a5	s051	v20	1583
a5	s053	v00	1519
a5	s053	v20	2936
a5	s054	v00	1570
a5	s054	v20	3036
a5	s055	v00	1420
a5	s055	v20	2745
a5	s056	v00	842
a5	s056	v20	1629
a5	s057	v00	840
a5	s057	v20	1625
a5	s058	v00	17
a5	s058	v20	33
a5	s059	v00	36
a5	s059	v20	71
a5	s060	v00	92
a5	s060	v20	179
a5	s061	v00	52
a5	s061	v20	101
a5	s062	v00	52
a5	s062	v20	102
a5	s063	v00	130
a5	s063	v20	253
a5	s064	v00	39
a5	s064	v20	77
a5	s065	v00	188
a5	s065	v20	365
a5	s066	v00	31
a5	s066	v20	61
a5	s067	v00	21
a5	s067	v20	41
a5	s068	v00	114
a5	s068	v20	221
a5	s069	v00	146
a5	s069	v20	283
a5	s070	v00	52
a5	s070	v20	102
a5	s071	v00	39
a5	s071	v20	76
a5	s072	v00	38
a5	s072	v20	73
a5	s073	v00	177
a5	s073	v20	342
a5	s074	v00	52
a5	s074	v20	101
a5	s075	v00	56
a5	s075	v20	108
a5	s076	v00	44
a5	s076	v20	86
a5	s077	v00	84
a5	s077	v20	163
a5	s078	v00	77
a5	s078	v20	149
a5	s079	v00	103
a5	s079	v20	199
a5	s080	v00	32
a5	s080	v20	63
a5	s081	v00	52
a5	s081	v20	101
a5	s082	v00	68
a5	s082	v20	133
a5	s083	v00	248
a5	s083	v20	480
a5	s084	v00	52
a5	s084	v20	101
a5	s085	v00	108
a5	s085	v20	210
a5	s086	v00	65
a5	s086	v20	126
a5	s087	v00	166
a5	s087	v20	321
a5	s088	v00	27
a5	s088	v20	52
a5	s089	v00	233
a5	s089	v20	452
a5	s090	v00	97
a5	s090	v20	189
a5	s091	v00	95
a5	s091	v20	184
a5	s092	v00	125
a5	s092	v20	242
a5	s094	v00	87
a5	s094	v20	169
a5	s095	v00	124
a5	s095	v20	239
a5	s096	v00	215
a5	s096	v20	415
a5	s097	v00	281
a5	s097	v20	543
a5	s098	v00	226
a5	s098	v20	438
a5	s099	v00	407
a5	s099	v20	787
a5	s100	v00	80
a5	s100	v20	156
a5	s101	v00	110
a5	s101	v20	212
a5	s102	v00	138
a5	s102	v20	266
a5	s103	v00	140
a5	s103	v20	271
a5	s104	v00	299
a5	s104	v20	578
a5	s105	v00	476
a5	s105	v20	922
a5	s106	v00	96
a5	s106	v20	187
a5	s108	v00	294
a5	s108	v20	569
a5	s109	v00	348
a5	s109	v20	673
a5	s110	v00	177
a5	s110	v20	344
a5	s111	v00	107
a5	s111	v20	207
a5	s112	v00	639
a5	s112	v20	1237
a5	s114	v00	184
a5	s114	v20	357
a5	s117	v00	152
a5	s117	v20	294
a5	s118	v00	201
a5	s118	v20	389
a5	s119	v00	244
a5	s119	v20	472
a5	s120	v00	189
a5	s120	v20	367
a5	s121	v00	232
a5	s121	v20	449
a5	s122	v00	560
a5	s122	v20	1084
a5	s123	v00	139
a5	s123	v20	270
a5	s124	v00	221
a5	s124	v20	427
a5	s127	v00	400
a5	s127	v20	773
a5	s130	v00	413
a5	s130	v20	799
a5	s131	v00	197
a5	s131	v20	381
a5	s132	v00	311
a5	s132	v20	601
a5	s133	v00	186
a5	s133	v20	361
a5	s134	v00	568
a5	s134	v20	1099
a5	s135	v00	447
a5	s135	v20	865
a5	s138	v00	449
a5	s138	v20	868
a5	s139	v00	309
a5	s139	v20	599
a5	s141	v00	219
a5	s141	v20	424
a5	s142	v00	223
a5	s142	v20	431
a5	s144	v00	214
a5	s144	v20	413
a5	s145	v00	388
a5	s145	v20	751
a5	s147	v00	132
a5	s147	v20	256
a5	s149	v00	389
a5	s149	v20	753
a5	s150	v00	149
a5	s150	v20	288
a5	s153	v00	261
a5	s153	v20	506
a5	s154	v00	83
a5	s154	v20	161
a5	s155	v00	84
a5	s155	v20	164
a5	s156	v00	432
a5	s156	v20	835
a5	s157	v00	176
a5	s157	v20	341
a5	s158	v00	188
a5	s158	v20	364
a5	s159	v00	316
a5	s159	v20	611
a5	s160	v00	410
a5	s160	v20	794
a5	s161	v00	348
a5	s161	v20	673
a5	s162	v00	223
a5	s162	v20	431
a5	s164	v00	183
a5	s164	v20	353
a5	s165	v00	458
a5	s165	v20	886
a5	s167	v00	106
a5	s167	v20	205
a5	s169	v00	333
a5	s169	v20	644
a5	s170	v00	208
a5	s170	v20	403
a5	s171	v00	407
a5	s171	v20	788
a5	s173	v00	425
a5	s173	v20	822
a5	s174	v00	141
a5	s174	v20	273
a5	s175	v00	160
a5	s175	v20	310
a5	s176	v00	261
a5	s176	v20	506
a5	s179	v00	201
a5	s179	v20	388
a5	s181	v00	276
a5	s181	v20	535
a5	s182	v00	565
a5	s182	v20	1093
a5	s183	v00	187
a5	s183	v20	361
a5	s184	v00	94
a5	s184	v20	182
a5	s186	v00	261
a5	s186	v20	506
a5	s187	v00	421
a5	s187	v20	814
a5	s188	v00	161
a5	s188	v20	312
a5	s189	v00	135
a5	s189	v20	261
a5	s190	v00	395
a5	s190	v20	765
a5	s192	v00	137
a5	s192	v20	264
a5	s195	v00	169
a5	s195	v20	327
a5	s196	v00	283
a5	s196	v20	547
a5	s204	v00	240
a5	s204	v20	464
a5	s205	v00	131
a5	s205	v20	253
a5	s207	v00	188
a5	s207	v20	364
a5	s209	v00	215
a5	s209	v20	416
a5	s210	v00	406
a5	s210	v20	785
a5	s213	v00	707
a5	s213	v20	1368
a5	s214	v00	707
a5	s214	v20	1368
a5	s215	v00	589
a5	s215	v20	1140
a5	s216	v00	593
a5	s216	v20	1148
a5	s217	v00	760
a5	s217	v20	1470
a5	s218	v00	586
a5	s218	v20	1133
a5	s219	v00	760
a5	s219	v20	1470
a5	s220	v00	589
a5	s220	v20	1140
a5	s221	v00	608
a5	s221	v20	1176
a5	s222	v00	589
a5	s222	v20	1139
a5	s223	v00	704
a5	s223	v20	1361
a5	s224	v00	589
a5	s224	v20	1140
a5	s225	v00	608
a5	s225	v20	1176
a5	s226	v00	586
a5	s226	v20	1134
a5	s227	v00	591
a5	s227	v20	1144
a5	s228	v00	593
a5	s228	v20	1148
a5	s229	v00	589
a5	s229	v20	1139
a5	s230	v00	760
a5	s230	v20	1470
a5	s231	v00	578
a5	s231	v20	1118
a5	s232	v00	510
a5	s232	v20	987
a5	s233	v00	526
a5	s233	v20	1017
a5	s234	v00	506
a5	s234	v20	979
a5	s238	v00	463
a5	s238	v20	895
a5	s244	v00	568
a5	s244	v20	1099
a5	s247	v00	296
a5	s247	v20	573
a5	s249	v00	568
a5	s249	v20	1099
a5	s252	v00	311
a5	s252	v20	602
a5	s254	v00	215
a5	s254	v20	417
a5	s256	v00	612
a5	s256	v20	1184
a5	s257	v00	348
a5	s257	v20	673
a5	s264	v00	450
a5	s264	v20	870
a5	s266	v00	212
a5	s266	v20	410
a5	s268	v00	464
a5	s268	v20	898
a5	s271	v00	521
a5	s271	v20	1007
a5	s272	v00	597
a5	s272	v20	1154
a5	s278	v00	771
a5	s278	v20	1492
a5	s289	v00	816
a5	s289	v20	1578
a5	s291	v00	812
a5	s291	v20	1570
a5	s293	v00	789
a5	s293	v20	1526
a5	s296	v00	812
a5	s296	v20	1571
a5	s302	v00	493
a5	s302	v20	954
a5	s303	v00	493
a5	s303	v20	953
a5	s305	v00	1523
a5	s305	v20	2945
a5	s306	v00	1596
a5	s306	v20	3087
a5	s307	v00	1542
a5	s307	v20	2981
a5	s308	v00	1538
a5	s308	v20	2974
a5	s309	v00	1469
a5	s309	v20	2841
a5	s310	v00	1416
a5	s310	v20	2738
a5	s311	v00	1519
a5	s311	v20	2937
a5	s312	v00	1598
a5	s312	v20	3089
a5	s313	v00	895
a5	s313	v20	1732
