,ID,NID,LATITUDE,LONGITUDE,TYPE,BEDS,CATEGORY0,HUC6,HAND,DEM,CATCHID,ZONE,CATEGORY,25-1,25-2,25-3,25-4,25-5,25-6,25-7,25-8,25-9,25-10,25-11,25-12,25-13,25-14,25-15,25-16,25-17,25-18,25-19,25-20,25-21,25-22,25-23,25-24,25-25,geometry
156,7277704,h157,30.0706087,-94.1200397,HOSPITAL,363,RECEIVER,120402,4.07526207,4.577999592,1475199,none,RECEIVER,0.622759366,2.770784152,2.952860662,2.419835404,2.383428168,1.564883285,1.564883285,1.897184586,1.885161588,1.932426299,1.985292461,2.003429808,2.007829408,2.177037136,2.236678764,3.223923459,3.772780647,3.875353588,2.748749026,2.070933758,2.130730773,2.55023782,2.60111851,2.852230945,0.826322594,POINT (-94.12003970000001 30.0706087)
157,78777701,h158,30.07290488,-94.12295454,HOSPITAL,120,SENDER,120402,4.055802822,4.479683876,1475199,none,RECEIVER,0.622759366,2.770784152,2.952860662,2.419835404,2.383428168,1.564883285,1.564883285,1.897184586,1.885161588,1.932426299,1.985292461,2.003429808,2.007829408,2.177037136,2.236678764,3.223923459,3.772780647,3.875353588,2.748749026,2.070933758,2.130730773,2.55023782,2.60111851,2.852230945,0.826322594,POINT (-94.12295453999999 30.07290488)
158,5577701,h159,30.06953533,-94.12531493,HOSPITAL,18,SENDER,120402,4.055804253,4.536307335,1475199,none,RECEIVER,0.622759366,2.770784152,2.952860662,2.419835404,2.383428168,1.564883285,1.564883285,1.897184586,1.885161588,1.932426299,1.985292461,2.003429808,2.007829408,2.177037136,2.236678764,3.223923459,3.772780647,3.875353588,2.748749026,2.070933758,2.130730773,2.55023782,2.60111851,2.852230945,0.826322594,POINT (-94.12531493 30.06953533)
159,182977642,h160,29.95322107,-93.98639108,HOSPITAL,2,,120402,2.316406012,2.316405058,1477429,none,RECEIVER,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,0.394365061,POINT (-93.98639108 29.95322107)
160,4777707,h161,30.07741791,-94.13788905,HOSPITAL,61,SENDER,120402,5.014136791,5.516878128,1475199,none,RECEIVER,0.622759366,2.770784152,2.952860662,2.419835404,2.383428168,1.564883285,1.564883285,1.897184586,1.885161588,1.932426299,1.985292461,2.003429808,2.007829408,2.177037136,2.236678764,3.223923459,3.772780647,3.875353588,2.748749026,2.070933758,2.130730773,2.55023782,2.60111851,2.852230945,0.826322594,POINT (-94.13788905 30.07741791)
161,34277575,h162,30.06882337,-94.79849135,HOSPITAL,25,SENDER,120302,7.87610054,9.317023277,1512967,none,RECEIVER,0.839526999,0.839526999,0.839526999,0.839526999,0.839526999,0.839526999,0.839526999,0.839526999,0.839526999,0.92875045,4.165589691,4.323889222,4.791295977,5.18038429,5.224405798,5.269578205,4.827783436,4.747660342,4.53505486,4.539434236,4.380822071,4.11968813,4.080623794,1.882514522,2.958121117,POINT (-94.79849135000001 30.06882337)
162,11077327,h163,30.32835838,-95.09375569,HOSPITAL,4,SENDER,120401,15.54099464,48.89325333,1520007,none,RECEIVER,1.940811638,1.940809559,1.940811638,1.940811638,1.940811638,1.940805399,1.940805399,3.743946727,4.10718777,4.471448007,5.759030604,5.775778248,5.968922451,6.290196235,6.314435733,6.686500049,6.162306082,5.987255813,5.629026862,5.394222034,5.099176916,4.490992857,4.505562049,4.643757038,5.794670371,POINT (-95.09375568999999 30.32835838)
163,10977328,h164,30.34178279,-95.0853071,HOSPITAL,107,,120401,4.082865715,48.27310944,1519995,none,RECEIVER,0.356460187,0.356460187,0.356460187,0.356460187,0.356460187,0.356460187,0.356460187,0.662320635,0.676991316,0.69373224,0.897590875,0.929647796,1.034690494,1.236914467,1.285440015,1.642175565,1.61048022,1.595767719,1.546799092,1.526392449,1.32445925,1.021968279,1.017071827,0.816875279,0.640282992,POINT (-95.08530709999999 30.34178279)
164,40877630,h165,30.09981953,-93.76655679,HOSPITAL,40,,120100,2.727902412,3.279182434,8332428,none,RECEIVER,0.59539274,0.595398072,0.595398072,0.595398072,0.595398072,0.59539274,0.59539274,0.59539274,0.59539274,0.59539274,0.59539274,0.59539274,0.595398072,0.595398072,0.595398072,1.04430724,2.631270394,2.725163407,2.656878916,2.319727936,1.606394343,1.28173904,1.290629691,1.495364524,0.595403405,POINT (-93.76655679 30.09981953)
165,36075904,h166,31.32839947,-94.75405884,HOSPITAL,149,,120200,5.766548634,81.33773804,1079005,none,RECEIVER,0.00846803,0.00846803,0.00846803,0.00846803,0.00846803,0.00846803,0.00846803,0.03915292,0.095507502,0.273882956,0.641755964,0.657738819,0.7272871,0.933452267,0.958633382,1.425702763,2.773534678,2.750794418,3.175545825,3.156740424,2.922412018,1.489478717,1.551856532,0.479248376,1.948388181,POINT (-94.75405884 31.32839947)
