variable,staging,sender,vehicle,patient,scenario,value
x_ij,a1,s122,v00,n,n12,16.0
x_ij,a1,s122,v00,n,n13,16.0
x_ij,a1,s122,v00,n,n14,16.0
x_ij,a1,s122,v00,n,n15,16.0
x_ij,a1,s122,v00,n,n16,16.0
x_ij,a1,s122,v00,n,n17,16.0
x_ij,a1,s122,v00,n,n18,16.0
x_ij,a1,s122,v00,n,n19,16.0
x_ij,a1,s122,v00,n,n20,16.0
x_ij,a1,s122,v00,n,n21,16.0
x_ij,a1,s122,v00,n,n22,16.0
x_ij,a1,s122,v00,n,n23,16.0
x_ij,a1,s122,v00,n,n24,16.0
x_ij,a1,s122,v00,n,n25,16.0
x_ij,a1,s123,v00,n,n06,10.0
x_ij,a1,s123,v00,n,n07,10.0
x_ij,a1,s123,v00,n,n08,10.0
x_ij,a1,s123,v00,n,n09,10.0
x_ij,a1,s123,v00,n,n10,10.0
x_ij,a1,s123,v00,n,n11,10.0
x_ij,a1,s123,v00,n,n12,10.0
x_ij,a1,s123,v00,n,n13,10.0
x_ij,a1,s123,v00,n,n14,10.0
x_ij,a1,s123,v00,n,n15,10.0
x_ij,a1,s123,v00,n,n16,10.0
x_ij,a1,s124,v00,n,n06,43.0
x_ij,a1,s124,v00,n,n07,43.0
x_ij,a1,s124,v00,n,n08,43.0
x_ij,a1,s124,v00,n,n09,43.0
x_ij,a1,s124,v00,n,n10,43.0
x_ij,a1,s124,v00,n,n11,43.0
x_ij,a1,s124,v00,n,n12,43.0
x_ij,a1,s124,v00,n,n13,43.0
x_ij,a1,s124,v00,n,n14,43.0
x_ij,a1,s124,v00,n,n15,43.0
x_ij,a1,s124,v00,n,n16,43.0
x_ij,a1,s127,v00,n,n06,4.0
x_ij,a1,s127,v00,n,n07,4.0
x_ij,a1,s127,v00,n,n08,4.0
x_ij,a1,s127,v00,n,n09,4.0
x_ij,a1,s127,v00,n,n10,4.0
x_ij,a1,s127,v00,n,n11,4.0
x_ij,a1,s127,v00,n,n12,4.0
x_ij,a1,s127,v00,n,n13,4.0
x_ij,a1,s127,v00,n,n14,4.0
x_ij,a1,s127,v00,n,n15,4.0
x_ij,a1,s127,v00,n,n16,4.0
x_ij,a1,s130,v00,n,n16,70.0
x_ij,a1,s130,v00,n,n17,70.0
x_ij,a1,s130,v00,n,n18,70.0
x_ij,a1,s131,v00,n,n16,10.0
x_ij,a1,s132,v00,n,n06,81.0
x_ij,a1,s132,v00,n,n07,81.0
x_ij,a1,s132,v00,n,n08,81.0
x_ij,a1,s132,v00,n,n09,81.0
x_ij,a1,s132,v00,n,n10,81.0
x_ij,a1,s132,v00,n,n11,81.0
x_ij,a1,s132,v00,n,n12,81.0
x_ij,a1,s132,v00,n,n13,81.0
x_ij,a1,s133,v00,n,n14,40.0
x_ij,a1,s133,v00,n,n15,40.0
x_ij,a1,s133,v00,n,n16,40.0
x_ij,a1,s134,v00,n,n06,71.0
x_ij,a1,s134,v00,n,n07,71.0
x_ij,a1,s134,v00,n,n08,71.0
x_ij,a1,s134,v00,n,n09,71.0
x_ij,a1,s134,v00,n,n10,71.0
x_ij,a1,s134,v00,n,n11,71.0
x_ij,a1,s134,v00,n,n12,71.0
x_ij,a1,s134,v00,n,n13,71.0
x_ij,a1,s134,v00,n,n14,71.0
x_ij,a1,s134,v00,n,n15,71.0
x_ij,a1,s134,v00,n,n16,71.0
x_ij,a1,s134,v00,n,n17,71.0
x_ij,a1,s134,v00,n,n25,71.0
x_ij,a1,s135,v00,n,n03,8.0
x_ij,a1,s135,v00,n,n04,8.0
x_ij,a1,s135,v00,n,n05,8.0
x_ij,a1,s135,v00,n,n06,8.0
x_ij,a1,s135,v00,n,n07,8.0
x_ij,a1,s135,v00,n,n08,8.0
x_ij,a1,s135,v00,n,n09,8.0
x_ij,a1,s135,v00,n,n10,8.0
x_ij,a1,s135,v00,n,n11,8.0
x_ij,a1,s135,v00,n,n12,8.0
x_ij,a1,s135,v00,n,n13,8.0
x_ij,a1,s135,v00,n,n14,8.0
x_ij,a1,s135,v00,n,n15,8.0
x_ij,a1,s135,v00,n,n16,8.0
x_ij,a1,s135,v00,n,n17,8.0
x_ij,a1,s135,v00,n,n25,8.0
x_ij,a1,s138,v00,n,n08,76.0
x_ij,a1,s138,v00,n,n09,76.0
x_ij,a1,s138,v00,n,n10,76.0
x_ij,a1,s138,v00,n,n11,76.0
x_ij,a1,s138,v00,n,n12,76.0
x_ij,a1,s138,v00,n,n13,76.0
x_ij,a1,s138,v00,n,n14,76.0
x_ij,a1,s138,v00,n,n15,76.0
x_ij,a1,s139,v00,n,n06,122.0
x_ij,a1,s139,v00,n,n07,122.0
x_ij,a1,s139,v00,n,n08,122.0
x_ij,a1,s139,v00,n,n09,122.0
x_ij,a1,s139,v00,n,n10,122.0
x_ij,a1,s139,v00,n,n11,122.0
x_ij,a1,s139,v00,n,n12,122.0
x_ij,a1,s139,v00,n,n13,122.0
x_ij,a1,s139,v00,n,n14,122.0
x_ij,a1,s139,v00,n,n15,122.0
x_ij,a1,s139,v00,n,n16,122.0
x_ij,a1,s139,v00,n,n17,122.0
x_ij,a1,s139,v00,n,n18,122.0
x_ij,a1,s139,v00,n,n19,122.0
x_ij,a1,s139,v00,n,n20,122.0
x_ij,a1,s139,v00,n,n21,122.0
x_ij,a1,s139,v00,n,n22,122.0
x_ij,a1,s139,v00,n,n23,122.0
x_ij,a1,s141,v00,n,n06,5.0
x_ij,a1,s141,v00,n,n07,5.0
x_ij,a1,s141,v00,n,n08,5.0
x_ij,a1,s141,v00,n,n09,5.0
x_ij,a1,s141,v00,n,n10,5.0
x_ij,a1,s141,v00,n,n11,5.0
x_ij,a1,s141,v00,n,n12,5.0
x_ij,a1,s141,v00,n,n13,5.0
x_ij,a1,s141,v00,n,n14,5.0
x_ij,a1,s141,v00,n,n15,5.0
x_ij,a1,s141,v00,n,n16,5.0
x_ij,a1,s141,v00,n,n17,5.0
x_ij,a1,s141,v00,n,n18,5.0
x_ij,a1,s141,v00,n,n19,5.0
x_ij,a1,s142,v00,n,n16,14.0
x_ij,a1,s144,v00,n,n06,81.0
x_ij,a1,s144,v00,n,n07,81.0
x_ij,a1,s144,v00,n,n08,81.0
x_ij,a1,s144,v00,n,n09,81.0
x_ij,a1,s144,v00,n,n10,81.0
x_ij,a1,s144,v00,n,n11,81.0
x_ij,a1,s144,v00,n,n12,81.0
x_ij,a1,s144,v00,n,n13,81.0
x_ij,a1,s144,v00,n,n14,81.0
x_ij,a1,s144,v00,n,n15,81.0
x_ij,a1,s144,v00,n,n16,81.0
x_ij,a1,s145,v00,n,n06,6.0
x_ij,a1,s145,v00,n,n07,6.0
x_ij,a1,s145,v00,n,n08,6.0
x_ij,a1,s145,v00,n,n09,6.0
x_ij,a1,s145,v00,n,n10,6.0
x_ij,a1,s145,v00,n,n11,6.0
x_ij,a1,s145,v00,n,n12,6.0
x_ij,a1,s145,v00,n,n13,6.0
x_ij,a1,s145,v00,n,n14,6.0
x_ij,a1,s145,v00,n,n15,6.0
x_ij,a1,s145,v00,n,n16,6.0
x_ij,a1,s147,v00,n,n06,8.0
x_ij,a1,s147,v00,n,n07,8.0
x_ij,a1,s147,v00,n,n08,8.0
x_ij,a1,s147,v00,n,n09,8.0
x_ij,a1,s147,v00,n,n10,8.0
x_ij,a1,s147,v00,n,n11,8.0
x_ij,a1,s147,v00,n,n12,8.0
x_ij,a1,s147,v00,n,n13,8.0
x_ij,a1,s147,v00,n,n14,8.0
x_ij,a1,s147,v00,n,n15,8.0
x_ij,a1,s147,v00,n,n16,8.0
x_ij,a1,s147,v00,n,n17,8.0
x_ij,a1,s147,v00,n,n18,8.0
x_ij,a1,s147,v00,n,n19,8.0
x_ij,a1,s147,v00,n,n20,8.0
x_ij,a1,s147,v00,n,n21,8.0
x_ij,a1,s149,v00,n,n01,5.0
x_ij,a1,s149,v00,n,n02,5.0
x_ij,a1,s149,v00,n,n03,5.0
x_ij,a1,s149,v00,n,n04,5.0
x_ij,a1,s149,v00,n,n05,5.0
x_ij,a1,s149,v00,n,n06,5.0
x_ij,a1,s149,v00,n,n07,5.0
x_ij,a1,s149,v00,n,n08,5.0
x_ij,a1,s149,v00,n,n09,5.0
x_ij,a1,s149,v00,n,n10,5.0
x_ij,a1,s149,v00,n,n11,5.0
x_ij,a1,s149,v00,n,n12,5.0
x_ij,a1,s149,v00,n,n13,5.0
x_ij,a1,s149,v00,n,n14,5.0
x_ij,a1,s149,v00,n,n15,5.0
x_ij,a1,s149,v00,n,n16,5.0
x_ij,a1,s149,v00,n,n17,5.0
x_ij,a1,s149,v00,n,n18,5.0
x_ij,a1,s149,v00,n,n19,5.0
x_ij,a1,s149,v00,n,n20,5.0
x_ij,a1,s149,v00,n,n21,5.0
x_ij,a1,s149,v00,n,n22,5.0
x_ij,a1,s149,v00,n,n23,5.0
x_ij,a1,s149,v00,n,n24,5.0
x_ij,a1,s149,v00,n,n25,5.0
x_ij,a1,s150,v00,n,n08,122.0
x_ij,a1,s150,v00,n,n09,122.0
x_ij,a1,s150,v00,n,n10,122.0
x_ij,a1,s150,v00,n,n11,122.0
x_ij,a1,s150,v00,n,n12,122.0
x_ij,a1,s150,v00,n,n13,122.0
x_ij,a1,s150,v00,n,n14,122.0
x_ij,a1,s150,v00,n,n15,122.0
x_ij,a1,s153,v00,n,n15,23.0
x_ij,a1,s153,v00,n,n16,23.0
x_ij,a1,s154,v00,n,n06,10.0
x_ij,a1,s154,v00,n,n07,10.0
x_ij,a1,s154,v00,n,n08,10.0
x_ij,a1,s154,v00,n,n09,10.0
x_ij,a1,s154,v00,n,n10,10.0
x_ij,a1,s154,v00,n,n11,10.0
x_ij,a1,s154,v00,n,n12,10.0
x_ij,a1,s154,v00,n,n13,10.0
x_ij,a1,s154,v00,n,n14,10.0
x_ij,a1,s154,v00,n,n15,10.0
x_ij,a1,s154,v00,n,n16,10.0
x_ij,a1,s154,v00,n,n17,10.0
x_ij,a1,s154,v00,n,n18,10.0
x_ij,a1,s154,v00,n,n19,10.0
x_ij,a1,s154,v00,n,n20,10.0
x_ij,a1,s155,v00,n,n06,7.0
x_ij,a1,s155,v00,n,n07,7.0
x_ij,a1,s155,v00,n,n08,7.0
x_ij,a1,s155,v00,n,n09,7.0
x_ij,a1,s155,v00,n,n10,7.0
x_ij,a1,s155,v00,n,n11,7.0
x_ij,a1,s155,v00,n,n12,7.0
x_ij,a1,s155,v00,n,n13,7.0
x_ij,a1,s155,v00,n,n14,7.0
x_ij,a1,s155,v00,n,n15,7.0
x_ij,a1,s155,v00,n,n16,7.0
x_ij,a1,s155,v00,n,n17,7.0
x_ij,a1,s155,v00,n,n18,7.0
x_ij,a1,s155,v00,n,n19,7.0
x_ij,a1,s156,v00,n,n08,61.0
x_ij,a1,s156,v00,n,n09,61.0
x_ij,a1,s156,v00,n,n10,61.0
x_ij,a1,s156,v00,n,n11,61.0
x_ij,a1,s156,v00,n,n12,61.0
x_ij,a1,s156,v00,n,n13,61.0
x_ij,a1,s156,v00,n,n14,61.0
x_ij,a1,s156,v00,n,n15,61.0
x_ij,a1,s156,v00,n,n16,61.0
x_ij,a1,s156,v00,n,n17,61.0
x_ij,a1,s156,v00,n,n18,61.0
x_ij,a1,s156,v00,n,n19,61.0
x_ij,a1,s156,v00,n,n20,61.0
x_ij,a1,s156,v00,n,n21,61.0
x_ij,a1,s156,v00,n,n22,61.0
x_ij,a1,s156,v00,n,n23,61.0
x_ij,a1,s156,v00,n,n24,61.0
x_ij,a1,s156,v00,n,n25,61.0
x_ij,a1,s157,v00,n,n15,81.0
x_ij,a1,s157,v00,n,n16,81.0
x_ij,a1,s158,v00,n,n06,40.0
x_ij,a1,s158,v00,n,n07,40.0
x_ij,a1,s158,v00,n,n08,40.0
x_ij,a1,s158,v00,n,n09,40.0
x_ij,a1,s158,v00,n,n10,40.0
x_ij,a1,s158,v00,n,n11,40.0
x_ij,a1,s158,v00,n,n12,40.0
x_ij,a1,s158,v00,n,n13,40.0
x_ij,a1,s158,v00,n,n14,40.0
x_ij,a1,s158,v00,n,n15,40.0
x_ij,a1,s158,v00,n,n16,40.0
x_ij,a1,s159,v00,n,n08,136.0
x_ij,a1,s159,v00,n,n09,136.0
x_ij,a1,s159,v00,n,n10,136.0
x_ij,a1,s159,v00,n,n11,136.0
x_ij,a1,s159,v00,n,n12,136.0
x_ij,a1,s160,v00,n,n06,6.0
x_ij,a1,s160,v00,n,n07,6.0
x_ij,a1,s160,v00,n,n08,6.0
x_ij,a1,s160,v00,n,n09,6.0
x_ij,a1,s160,v00,n,n10,6.0
x_ij,a1,s160,v00,n,n11,6.0
x_ij,a1,s160,v00,n,n12,6.0
x_ij,a1,s160,v00,n,n13,6.0
x_ij,a1,s160,v00,n,n14,6.0
x_ij,a1,s160,v00,n,n15,6.0
x_ij,a1,s160,v00,n,n16,6.0
x_ij,a1,s160,v00,n,n17,6.0
x_ij,a1,s160,v00,n,n18,6.0
x_ij,a1,s160,v00,n,n19,6.0
x_ij,a1,s160,v00,n,n20,6.0
x_ij,a1,s160,v00,n,n21,6.0
x_ij,a1,s160,v00,n,n25,6.0
x_ij,a1,s161,v00,n,n14,7.0
x_ij,a1,s161,v00,n,n15,7.0
x_ij,a1,s161,v00,n,n16,7.0
x_ij,a1,s161,v00,n,n17,7.0
x_ij,a1,s162,v00,n,n16,21.0
x_ij,a1,s164,v00,n,n06,5.0
x_ij,a1,s164,v00,n,n07,5.0
x_ij,a1,s164,v00,n,n08,5.0
x_ij,a1,s164,v00,n,n09,5.0
x_ij,a1,s164,v00,n,n10,5.0
x_ij,a1,s164,v00,n,n11,5.0
x_ij,a1,s164,v00,n,n12,5.0
x_ij,a1,s164,v00,n,n13,5.0
x_ij,a1,s164,v00,n,n14,5.0
x_ij,a1,s164,v00,n,n15,5.0
x_ij,a1,s165,v00,n,n08,82.0
x_ij,a1,s165,v00,n,n09,82.0
x_ij,a1,s165,v00,n,n10,82.0
x_ij,a1,s165,v00,n,n11,82.0
x_ij,a1,s165,v00,n,n12,82.0
x_ij,a1,s165,v00,n,n13,82.0
x_ij,a1,s165,v00,n,n14,82.0
x_ij,a1,s165,v00,n,n15,82.0
x_ij,a1,s167,v00,n,n14,8.0
x_ij,a1,s167,v00,n,n15,8.0
x_ij,a1,s169,v00,n,n06,8.0
x_ij,a1,s169,v00,n,n07,8.0
x_ij,a1,s169,v00,n,n08,8.0
x_ij,a1,s169,v00,n,n09,8.0
x_ij,a1,s169,v00,n,n10,8.0
x_ij,a1,s169,v00,n,n11,8.0
x_ij,a1,s169,v00,n,n12,8.0
x_ij,a1,s169,v00,n,n13,8.0
x_ij,a1,s169,v00,n,n14,8.0
x_ij,a1,s169,v00,n,n15,8.0
x_ij,a1,s169,v00,n,n16,8.0
x_ij,a1,s170,v00,n,n06,152.0
x_ij,a1,s170,v00,n,n07,152.0
x_ij,a1,s170,v00,n,n08,152.0
x_ij,a1,s170,v00,n,n09,152.0
x_ij,a1,s170,v00,n,n10,152.0
x_ij,a1,s170,v00,n,n11,152.0
x_ij,a1,s170,v00,n,n12,152.0
x_ij,a1,s170,v00,n,n13,152.0
x_ij,a1,s170,v00,n,n14,152.0
x_ij,a1,s170,v00,n,n15,152.0
x_ij,a1,s170,v00,n,n16,152.0
x_ij,a1,s170,v00,n,n17,152.0
x_ij,a1,s170,v00,n,n18,152.0
x_ij,a1,s170,v00,n,n19,152.0
x_ij,a1,s170,v00,n,n20,152.0
x_ij,a1,s170,v00,n,n21,152.0
x_ij,a1,s171,v00,n,n04,5.0
x_ij,a1,s171,v00,n,n05,5.0
x_ij,a1,s171,v00,n,n06,5.0
x_ij,a1,s171,v00,n,n07,5.0
x_ij,a1,s171,v00,n,n08,5.0
x_ij,a1,s171,v00,n,n09,5.0
x_ij,a1,s171,v00,n,n10,5.0
x_ij,a1,s171,v00,n,n11,5.0
x_ij,a1,s171,v00,n,n12,5.0
x_ij,a1,s171,v00,n,n13,5.0
x_ij,a1,s171,v00,n,n14,5.0
x_ij,a1,s171,v00,n,n15,5.0
x_ij,a1,s171,v00,n,n16,5.0
x_ij,a1,s171,v00,n,n17,5.0
x_ij,a1,s171,v00,n,n18,5.0
x_ij,a1,s171,v00,n,n19,5.0
x_ij,a1,s171,v00,n,n20,5.0
x_ij,a1,s171,v00,n,n21,5.0
x_ij,a1,s171,v00,n,n25,5.0
x_ij,a1,s173,v00,n,n06,6.0
x_ij,a1,s173,v00,n,n07,6.0
x_ij,a1,s173,v00,n,n08,6.0
x_ij,a1,s173,v00,n,n09,6.0
x_ij,a1,s173,v00,n,n10,6.0
x_ij,a1,s173,v00,n,n11,6.0
x_ij,a1,s173,v00,n,n12,6.0
x_ij,a1,s173,v00,n,n13,6.0
x_ij,a1,s173,v00,n,n14,6.0
x_ij,a1,s173,v00,n,n15,6.0
x_ij,a1,s173,v00,n,n16,6.0
x_ij,a1,s173,v00,n,n17,6.0
x_ij,a1,s173,v00,n,n18,6.0
x_ij,a1,s173,v00,n,n19,6.0
x_ij,a1,s173,v00,n,n20,6.0
x_ij,a1,s173,v00,n,n21,6.0
x_ij,a1,s173,v00,n,n25,6.0
x_ij,a1,s174,v00,n,n06,61.0
x_ij,a1,s174,v00,n,n07,61.0
x_ij,a1,s174,v00,n,n08,61.0
x_ij,a1,s174,v00,n,n09,61.0
x_ij,a1,s174,v00,n,n10,61.0
x_ij,a1,s174,v00,n,n11,61.0
x_ij,a1,s174,v00,n,n12,61.0
x_ij,a1,s174,v00,n,n13,61.0
x_ij,a1,s174,v00,n,n14,61.0
x_ij,a1,s174,v00,n,n15,61.0
x_ij,a1,s175,v00,n,n04,3.0
x_ij,a1,s175,v00,n,n05,3.0
x_ij,a1,s175,v00,n,n06,3.0
x_ij,a1,s175,v00,n,n07,3.0
x_ij,a1,s175,v00,n,n08,3.0
x_ij,a1,s175,v00,n,n09,3.0
x_ij,a1,s175,v00,n,n10,3.0
x_ij,a1,s175,v00,n,n11,3.0
x_ij,a1,s175,v00,n,n12,3.0
x_ij,a1,s175,v00,n,n13,3.0
x_ij,a1,s175,v00,n,n14,3.0
x_ij,a1,s175,v00,n,n15,3.0
x_ij,a1,s175,v00,n,n16,3.0
x_ij,a1,s176,v00,n,n14,4.0
x_ij,a1,s176,v00,n,n15,4.0
x_ij,a1,s176,v00,n,n16,4.0
x_ij,a1,s179,v00,n,n11,129.0
x_ij,a1,s179,v00,n,n12,129.0
x_ij,a1,s179,v00,n,n13,129.0
x_ij,a1,s179,v00,n,n14,129.0
x_ij,a1,s179,v00,n,n15,129.0
x_ij,a1,s179,v00,n,n16,129.0
x_ij,a1,s179,v00,n,n17,129.0
x_ij,a1,s181,v00,n,n13,10.0
x_ij,a1,s181,v00,n,n14,10.0
x_ij,a1,s181,v00,n,n15,10.0
x_ij,a1,s181,v00,n,n16,10.0
x_ij,a1,s181,v00,n,n17,10.0
x_ij,a1,s181,v00,n,n18,10.0
x_ij,a1,s181,v00,n,n19,10.0
x_ij,a1,s181,v00,n,n20,10.0
x_ij,a1,s181,v00,n,n21,10.0
x_ij,a1,s182,v00,n,n10,10.0
x_ij,a1,s182,v00,n,n11,10.0
x_ij,a1,s182,v00,n,n12,10.0
x_ij,a1,s182,v00,n,n13,10.0
x_ij,a1,s182,v00,n,n14,10.0
x_ij,a1,s182,v00,n,n15,10.0
x_ij,a1,s182,v00,n,n16,10.0
x_ij,a1,s182,v00,n,n17,10.0
x_ij,a1,s182,v00,n,n18,10.0
x_ij,a1,s182,v00,n,n19,10.0
x_ij,a1,s182,v00,n,n20,10.0
x_ij,a1,s182,v00,n,n21,10.0
x_ij,a1,s182,v00,n,n22,10.0
x_ij,a1,s182,v00,n,n23,10.0
x_ij,a1,s182,v00,n,n24,10.0
x_ij,a1,s182,v00,n,n25,10.0
x_ij,a1,s183,v00,n,n04,5.0
x_ij,a1,s183,v00,n,n05,5.0
x_ij,a1,s183,v00,n,n06,5.0
x_ij,a1,s183,v00,n,n07,5.0
x_ij,a1,s183,v00,n,n08,5.0
x_ij,a1,s183,v00,n,n09,5.0
x_ij,a1,s183,v00,n,n10,5.0
x_ij,a1,s183,v00,n,n11,5.0
x_ij,a1,s183,v00,n,n12,5.0
x_ij,a1,s183,v00,n,n13,5.0
x_ij,a1,s183,v00,n,n14,5.0
x_ij,a1,s183,v00,n,n15,5.0
x_ij,a1,s184,v00,n,n08,2.0
x_ij,a1,s184,v00,n,n09,2.0
x_ij,a1,s184,v00,n,n10,2.0
x_ij,a1,s184,v00,n,n11,2.0
x_ij,a1,s184,v00,n,n12,2.0
x_ij,a1,s184,v00,n,n13,2.0
x_ij,a1,s184,v00,n,n14,2.0
x_ij,a1,s184,v00,n,n15,2.0
x_ij,a1,s184,v00,n,n16,2.0
x_ij,a1,s186,v00,n,n15,4.0
x_ij,a1,s186,v00,n,n16,4.0
x_ij,a1,s187,v00,n,n01,8.0
x_ij,a1,s187,v00,n,n02,8.0
x_ij,a1,s187,v00,n,n03,8.0
x_ij,a1,s187,v00,n,n04,8.0
x_ij,a1,s187,v00,n,n05,8.0
x_ij,a1,s187,v00,n,n06,8.0
x_ij,a1,s187,v00,n,n07,8.0
x_ij,a1,s187,v00,n,n08,8.0
x_ij,a1,s187,v00,n,n09,8.0
x_ij,a1,s187,v00,n,n10,8.0
x_ij,a1,s187,v00,n,n11,8.0
x_ij,a1,s187,v00,n,n12,8.0
x_ij,a1,s187,v00,n,n13,8.0
x_ij,a1,s187,v00,n,n14,8.0
x_ij,a1,s187,v00,n,n15,8.0
x_ij,a1,s187,v00,n,n16,8.0
x_ij,a1,s187,v00,n,n17,8.0
x_ij,a1,s187,v00,n,n18,8.0
x_ij,a1,s187,v00,n,n19,8.0
x_ij,a1,s187,v00,n,n20,8.0
x_ij,a1,s187,v00,n,n21,8.0
x_ij,a1,s187,v00,n,n22,8.0
x_ij,a1,s187,v00,n,n23,8.0
x_ij,a1,s187,v00,n,n24,8.0
x_ij,a1,s187,v00,n,n25,8.0
x_ij,a1,s188,v00,n,n11,6.0
x_ij,a1,s188,v00,n,n12,6.0
x_ij,a1,s188,v00,n,n13,6.0
x_ij,a1,s188,v00,n,n14,6.0
x_ij,a1,s188,v00,n,n15,6.0
x_ij,a1,s188,v00,n,n16,6.0
x_ij,a1,s188,v00,n,n17,6.0
x_ij,a1,s188,v00,n,n18,6.0
x_ij,a1,s189,v00,n,n06,6.0
x_ij,a1,s189,v00,n,n07,6.0
x_ij,a1,s189,v00,n,n08,6.0
x_ij,a1,s189,v00,n,n09,6.0
x_ij,a1,s189,v00,n,n10,6.0
x_ij,a1,s189,v00,n,n11,6.0
x_ij,a1,s189,v00,n,n12,6.0
x_ij,a1,s189,v00,n,n13,6.0
x_ij,a1,s189,v00,n,n14,6.0
x_ij,a1,s189,v00,n,n15,6.0
x_ij,a1,s189,v00,n,n16,6.0
x_ij,a1,s190,v00,n,n06,6.0
x_ij,a1,s190,v00,n,n07,6.0
x_ij,a1,s190,v00,n,n08,6.0
x_ij,a1,s190,v00,n,n09,6.0
x_ij,a1,s190,v00,n,n10,6.0
x_ij,a1,s190,v00,n,n11,6.0
x_ij,a1,s190,v00,n,n12,6.0
x_ij,a1,s190,v00,n,n13,6.0
x_ij,a1,s190,v00,n,n14,6.0
x_ij,a1,s190,v00,n,n15,6.0
x_ij,a1,s190,v00,n,n16,6.0
x_ij,a1,s190,v00,n,n17,6.0
x_ij,a1,s190,v00,n,n18,6.0
x_ij,a1,s192,v00,n,n06,10.0
x_ij,a1,s192,v00,n,n07,10.0
x_ij,a1,s192,v00,n,n08,10.0
x_ij,a1,s192,v00,n,n09,10.0
x_ij,a1,s192,v00,n,n10,10.0
x_ij,a1,s192,v00,n,n11,10.0
x_ij,a1,s192,v00,n,n12,10.0
x_ij,a1,s192,v00,n,n13,10.0
x_ij,a1,s192,v00,n,n14,10.0
x_ij,a1,s192,v00,n,n15,10.0
x_ij,a1,s192,v00,n,n16,10.0
x_ij,a1,s195,v00,n,n16,34.0
x_ij,a1,s196,v00,n,n06,127.0
x_ij,a1,s196,v00,n,n07,127.0
x_ij,a1,s196,v00,n,n08,127.0
x_ij,a1,s196,v00,n,n09,127.0
x_ij,a1,s196,v00,n,n10,127.0
x_ij,a1,s196,v00,n,n11,127.0
x_ij,a1,s196,v00,n,n12,127.0
x_ij,a1,s196,v00,n,n13,127.0
x_ij,a1,s196,v00,n,n14,127.0
x_ij,a1,s196,v00,n,n15,127.0
x_ij,a1,s196,v00,n,n16,127.0
x_ij,a1,s204,v00,n,n06,85.0
x_ij,a1,s204,v00,n,n07,85.0
x_ij,a1,s204,v00,n,n08,85.0
x_ij,a1,s204,v00,n,n09,85.0
x_ij,a1,s204,v00,n,n10,85.0
x_ij,a1,s204,v00,n,n11,85.0
x_ij,a1,s204,v00,n,n12,85.0
x_ij,a1,s204,v00,n,n13,85.0
x_ij,a1,s204,v00,n,n14,85.0
x_ij,a1,s204,v00,n,n15,85.0
x_ij,a1,s205,v00,n,n06,8.0
x_ij,a1,s205,v00,n,n07,8.0
x_ij,a1,s205,v00,n,n08,8.0
x_ij,a1,s205,v00,n,n09,8.0
x_ij,a1,s205,v00,n,n10,8.0
x_ij,a1,s205,v00,n,n11,8.0
x_ij,a1,s205,v00,n,n12,8.0
x_ij,a1,s205,v00,n,n13,8.0
x_ij,a1,s205,v00,n,n14,8.0
x_ij,a1,s205,v00,n,n15,8.0
x_ij,a1,s207,v00,n,n06,22.0
x_ij,a1,s207,v00,n,n07,22.0
x_ij,a1,s207,v00,n,n08,22.0
x_ij,a1,s207,v00,n,n09,22.0
x_ij,a1,s207,v00,n,n10,22.0
x_ij,a1,s207,v00,n,n11,22.0
x_ij,a1,s207,v00,n,n12,22.0
x_ij,a1,s207,v00,n,n13,22.0
x_ij,a1,s207,v00,n,n14,22.0
x_ij,a1,s207,v00,n,n15,22.0
x_ij,a1,s207,v00,n,n16,22.0
x_ij,a1,s209,v00,n,n04,17.0
x_ij,a1,s209,v00,n,n05,17.0
x_ij,a1,s209,v00,n,n06,17.0
x_ij,a1,s209,v00,n,n07,17.0
x_ij,a1,s209,v00,n,n08,17.0
x_ij,a1,s209,v00,n,n09,17.0
x_ij,a1,s209,v00,n,n10,17.0
x_ij,a1,s209,v00,n,n11,17.0
x_ij,a1,s209,v00,n,n12,17.0
x_ij,a1,s209,v00,n,n13,17.0
x_ij,a1,s209,v00,n,n14,17.0
x_ij,a1,s209,v00,n,n15,17.0
x_ij,a1,s210,v00,n,n16,10.0
x_ij,a1,s210,v00,n,n17,10.0
x_ij,a1,s210,v00,n,n18,10.0
x_ij,a1,s213,v00,n,n17,1.0
x_ij,a1,s213,v00,n,n18,1.0
x_ij,a1,s213,v00,n,n19,1.0
x_ij,a1,s213,v00,n,n20,1.0
x_ij,a1,s213,v00,n,n21,1.0
x_ij,a1,s213,v00,n,n22,1.0
x_ij,a1,s213,v00,n,n23,1.0
x_ij,a1,s213,v00,n,n24,1.0
x_ij,a1,s213,v20,n,n17,4.0
x_ij,a1,s213,v20,n,n18,4.0
x_ij,a1,s213,v20,n,n19,4.0
x_ij,a1,s213,v20,n,n20,4.0
x_ij,a1,s213,v20,n,n21,4.0
x_ij,a1,s213,v20,n,n22,4.0
x_ij,a1,s213,v20,n,n23,4.0
x_ij,a1,s213,v20,n,n24,4.0
x_ij,a1,s214,v00,n,n17,9.0
x_ij,a1,s214,v00,n,n18,9.0
x_ij,a1,s214,v00,n,n19,9.0
x_ij,a1,s214,v00,n,n20,9.0
x_ij,a1,s214,v00,n,n21,9.0
x_ij,a1,s214,v00,n,n22,9.0
x_ij,a1,s214,v00,n,n23,9.0
x_ij,a1,s214,v00,n,n24,9.0
x_ij,a1,s214,v20,n,n17,1.0
