,staging,sender,receiver,staging1,vehicleType,patientType,scenario,value
1150,a1,s030,r025,a1,v00,n,n10,17
1151,a1,s036,r061,a1,v00,c,n10,2
1152,a1,s036,r061,a1,v00,n,n10,17
1153,a1,s209,r379,a1,v00,n,n10,17
1154,a1,s122,r243,a1,v00,n,n10,16
1155,a1,s291,r411,a1,v00,n,n10,16
1156,a1,s013,r050,a1,v00,c,n10,1
1157,a1,s013,r050,a1,v00,n,n10,12
1158,a1,s091,r312,a1,v00,n,n10,10
1159,a1,s094,r196,a1,v00,n,n10,10
1160,a1,s103,r368,a1,v00,n,n10,10
1161,a1,s110,r234,a1,v00,n,n10,10
1162,a1,s123,r297,a1,v00,n,n10,10
1163,a1,s154,r219,a1,v00,n,n10,10
1164,a1,s182,r422,a1,v00,n,n10,10
1165,a1,s192,r337,a1,v00,n,n10,10
1166,a1,s217,r455,a1,v00,n,n10,10
1167,a1,s219,r412,a1,v00,n,n10,10
1168,a1,s230,r265,a1,v00,n,n10,10
1169,a1,s247,r299,a1,v00,n,n10,10
1170,a1,s271,r440,a1,v00,n,n10,10
1171,a1,s293,r509,a1,v00,n,n10,10
1172,a1,s296,r507,a1,v00,n,n10,10
1173,a1,s064,r225,a1,v00,n,n10,9
1174,a1,s071,r147,a1,v00,n,n10,9
1175,a1,s257,r403,a1,v00,n,n10,9
1176,a1,s089,r339,a1,v00,n,n10,8
1177,a1,s118,r237,a1,v00,n,n10,8
1178,a1,s135,r222,a1,v00,n,n10,8
1179,a1,s147,r170,a1,v00,n,n10,8
1180,a1,s169,r268,a1,v00,n,n10,8
1181,a1,s187,r434,a1,v00,n,n10,8
1182,a1,s205,r306,a1,v00,n,n10,8
1183,a1,s221,r201,a1,v00,n,n10,8
1184,a1,s289,r419,a1,v00,n,n10,8
1185,a1,s155,r168,a1,v00,n,n10,7
1186,a1,s061,r377,a1,v00,n,n10,6
1187,a1,s074,r219,a1,v00,n,n10,6
1188,a1,s078,r265,a1,v00,n,n10,6
1189,a1,s079,r176,a1,v00,n,n10,6
1190,a1,s081,r296,a1,v00,n,n10,6
1191,a1,s084,r184,a1,v00,n,n10,6
1192,a1,s090,r339,a1,v00,n,n10,6
1193,a1,s095,r398,a1,v00,n,n10,6
1194,a1,s097,r255,a1,v00,n,n10,6
1195,a1,s100,r196,a1,v00,n,n10,6
1196,a1,s102,r337,a1,v00,n,n10,6
1197,a1,s145,r422,a1,v00,n,n10,6
1198,a1,s160,r403,a1,v00,n,n10,6
1199,a1,s173,r299,a1,v00,n,n10,6
1200,a1,s189,r234,a1,v00,n,n10,6
1201,a1,s190,r440,a1,v00,n,n10,6
1202,a1,s223,r455,a1,v00,n,n10,6
1203,a1,s264,r412,a1,v00,n,n10,6
1204,a1,s272,r509,a1,v00,n,n10,6
1205,a1,s119,r209,a1,v00,n,n10,5
1206,a1,s141,r297,a1,v00,n,n10,5
1207,a1,s149,r194,a1,v00,n,n10,5
1208,a1,s164,r199,a1,v00,n,n10,5
1209,a1,s171,r434,a1,v00,n,n10,5
1210,a1,s183,r201,a1,v00,n,n10,5
1211,a1,s225,r426,a1,v00,n,n10,5
1212,a1,s001,r008,a1,v00,n,n10,4
1213,a1,s004,r008,a1,v00,n,n10,4
1214,a1,s085,r282,a1,v00,n,n10,4
1215,a1,s099,r222,a1,v00,n,n10,4
1216,a1,s104,r268,a1,v00,n,n10,4
1217,a1,s127,r377,a1,v00,n,n10,4
1218,a1,s268,r439,a1,v00,n,n10,4
1219,a1,s312,r496,a1,v00,n,n10,4
1220,a1,s175,r217,a1,v00,n,n10,3
1221,a1,s024,r061,a1,v00,n,n10,2
1222,a1,s184,r383,a1,v00,n,n10,2
1223,a1,s032,r016,a1,v00,c,n11,54
1224,a1,s032,r016,a1,v20,n,n11,15
1225,a1,s032,r016,a1,v00,n,n11,3
1226,a1,s049,r025,a1,v00,c,n11,38
1227,a1,s049,r025,a1,v20,n,n11,1
1228,a1,s049,r025,a1,v00,n,n11,191
1229,a1,s010,r011,a1,v00,c,n11,36
1230,a1,s010,r011,a1,v00,n,n11,199
1231,a1,s054,r061,a1,v00,c,n11,23
1232,a1,s054,r061,a1,v00,n,n11,129
1233,a1,s170,r277,a1,v00,n,n11,98
1234,a1,s170,r195,a1,v00,n,n11,54
1235,a1,s053,r024,a1,v00,c,n11,22
1236,a1,s053,r024,a1,v00,n,n11,128
1237,a1,s159,r272,a1,v00,n,n11,51
1238,a1,s159,r236,a1,v00,n,n11,64
1239,a1,s159,r149,a1,v00,n,n11,21
1240,a1,s179,r203,a1,v00,n,n11,60
1241,a1,s179,r232,a1,v00,n,n11,45
1242,a1,s179,r190,a1,v00,n,n11,24
1243,a1,s120,r301,a1,v00,n,n11,20
1244,a1,s120,r213,a1,v00,n,n11,39
1245,a1,s120,r245,a1,v00,n,n11,43
1246,a1,s120,r276,a1,v00,n,n11,25
1247,a1,s196,r230,a1,v00,n,n11,65
1248,a1,s196,r300,a1,v00,n,n11,56
1249,a1,s196,r228,a1,v00,n,n11,6
1250,a1,s308,r506,a1,v00,n,n11,69
1251,a1,s308,r502,a1,v00,n,n11,58
1252,a1,s139,r360,a1,v00,n,n11,65
1253,a1,s139,r177,a1,v00,n,n11,52
1254,a1,s139,r249,a1,v00,n,n11,5
1255,a1,s150,r149,a1,v00,n,n11,58
1256,a1,s150,r309,a1,v00,n,n11,53
1257,a1,s150,r391,a1,v00,n,n11,11
1258,a1,s096,r343,a1,v00,n,n11,26
1259,a1,s096,r369,a1,v00,n,n11,27
1260,a1,s096,r228,a1,v00,n,n11,38
1261,a1,s096,r235,a1,v00,n,n11,15
1262,a1,s096,r367,a1,v00,n,n11,12
1263,a1,s066,r174,a1,v00,n,n11,58
1264,a1,s066,r249,a1,v00,n,n11,44
1265,a1,s072,r131,a1,v00,n,n11,40
1266,a1,s072,r322,a1,v00,n,n11,40
1267,a1,s072,r161,a1,v00,n,n11,22
1268,a1,s278,r436,a1,v00,n,n11,69
1269,a1,s278,r246,a1,v00,n,n11,33
1270,a1,s307,r499,a1,v00,n,n11,48
1271,a1,s307,r482,a1,v00,n,n11,52
1272,a1,s307,r501,a1,v00,n,n11,2
1273,a1,s117,r391,a1,v00,n,n11,28
1274,a1,s117,r302,a1,v00,n,n11,40
1275,a1,s117,r185,a1,v00,n,n11,32
1276,a1,s035,r029,a1,v00,c,n11,14
1277,a1,s035,r029,a1,v00,n,n11,85
1278,a1,s007,r027,a1,v00,c,n11,14
1279,a1,s007,r027,a1,v00,n,n11,84
1280,a1,s039,r033,a1,v00,c,n11,14
1281,a1,s039,r033,a1,v00,n,n11,79
1282,a1,s252,r273,a1,v00,n,n11,38
1283,a1,s252,r323,a1,v00,n,n11,39
1284,a1,s252,r229,a1,v00,n,n11,16
1285,a1,s254,r160,a1,v00,n,n11,30
1286,a1,s254,r371,a1,v00,n,n11,37
1287,a1,s254,r140,a1,v00,n,n11,25
1288,a1,s020,r028,a1,v00,c,n11,13
1289,a1,s020,r028,a1,v00,n,n11,76
1290,a1,s088,r317,a1,v00,n,n11,42
1291,a1,s088,r154,a1,v00,n,n11,38
1292,a1,s088,r264,a1,v00,n,n11,7
1293,a1,s204,r361,a1,v00,n,n11,8
1294,a1,s204,r329,a1,v00,n,n11,18
1295,a1,s204,r190,a1,v00,n,n11,24
1296,a1,s204,r178,a1,v00,n,n11,23
1297,a1,s204,r276,a1,v00,n,n11,12
1298,a1,s106,r205,a1,v00,n,n11,34
1299,a1,s106,r384,a1,v00,n,n11,23
1300,a1,s106,r223,a1,v00,n,n11,27
1301,a1,s165,r350,a1,v00,n,n11,41
1302,a1,s165,r191,a1,v00,n,n11,41
1303,a1,s108,r386,a1,v00,n,n11,40
1304,a1,s108,r237,a1,v00,n,n11,40
1305,a1,s108,r336,a1,v00,n,n11,1
1306,a1,s121,r308,a1,v00,n,n11,8
1307,a1,s121,r290,a1,v00,n,n11,20
1308,a1,s121,r252,a1,v00,n,n11,23
1309,a1,s121,r393,a1,v00,n,n11,9
1310,a1,s121,r283,a1,v00,n,n11,8
1311,a1,s121,r194,a1,v00,n,n11,13
1312,a1,s132,r336,a1,v00,n,n11,42
1313,a1,s132,r385,a1,v00,n,n11,39
1314,a1,s144,r398,a1,v00,n,n11,15
1315,a1,s144,r260,a1,v00,n,n11,16
1316,a1,s144,r212,a1,v00,n,n11,39
1317,a1,s144,r206,a1,v00,n,n11,11
1318,a1,s234,r325,a1,v00,n,n11,42
1319,a1,s234,r475,a1,v00,n,n11,39
1320,a1,s306,r519,a1,v00,n,n11,47
1321,a1,s306,r501,a1,v00,n,n11,34
1322,a1,s256,r338,a1,v00,n,n11,48
1323,a1,s256,r316,a1,v00,n,n11,32
1324,a1,s018,r027,a1,v00,c,n11,11
1325,a1,s018,r027,a1,v00,n,n11,66
1326,a1,s080,r311,a1,v00,n,n11,40
1327,a1,s080,r139,a1,v00,n,n11,34
1328,a1,s080,r128,a1,v00,n,n11,2
1329,a1,s138,r324,a1,v00,n,n11,40
1330,a1,s138,r293,a1,v00,n,n11,36
1331,a1,s034,r050,a1,v00,c,n11,11
1332,a1,s034,r050,a1,v00,n,n11,63
1333,a1,s092,r128,a1,v00,n,n11,38
1334,a1,s092,r264,a1,v00,n,n11,36
1335,a1,s311,r493,a1,v00,n,n11,43
1336,a1,s311,r444,a1,v00,n,n11,31
1337,a1,s077,r211,a1,v00,n,n11,40
1338,a1,s077,r294,a1,v00,n,n11,33
1339,a1,s231,r238,a1,v00,n,n11,42
1340,a1,s231,r285,a1,v00,n,n11,31
1341,a1,s134,r227,a1,v00,n,n11,39
1342,a1,s134,r266,a1,v00,n,n11,32
1343,a1,s232,r469,a1,v00,n,n11,42
1344,a1,s232,r399,a1,v00,n,n11,26
1345,a1,s076,r152,a1,v00,n,n11,21
1346,a1,s076,r310,a1,v00,n,n11,40
1347,a1,s076,r176,a1,v00,n,n11,4
1348,a1,s067,r467,a1,v00,n,n11,38
1349,a1,s067,r153,a1,v00,n,n11,20
1350,a1,s067,r364,a1,v00,n,n11,3
1351,a1,s156,r337,a1,v00,n,n11,44
1352,a1,s156,r372,a1,v00,n,n11,17
1353,a1,s174,r368,a1,v00,n,n11,20
1354,a1,s174,r364,a1,v00,n,n11,36
1355,a1,s174,r327,a1,v00,n,n11,5
1356,a1,s075,r161,a1,v00,n,n11,17
1357,a1,s075,r168,a1,v00,n,n11,16
1358,a1,s075,r242,a1,v00,n,n11,26
1359,a1,s019,r065,a1,v00,c,n11,7
1360,a1,s019,r065,a1,v00,n,n11,42
1361,a1,s086,r176,a1,v00,n,n11,26
1362,a1,s086,r387,a1,v00,n,n11,21
1363,a1,s266,r339,a1,v00,n,n11,42
1364,a1,s266,r379,a1,v00,n,n11,5
1365,a1,s302,r416,a1,v00,n,n11,41
1366,a1,s302,r265,a1,v00,n,n11,5
1367,a1,s003,r049,a1,v00,c,n11,6
1368,a1,s003,r049,a1,v00,n,n11,39
1369,a1,s025,r025,a1,v00,c,n11,6
1370,a1,s025,r025,a1,v00,n,n11,39
1371,a1,s124,r229,a1,v00,n,n11,14
1372,a1,s124,r196,a1,v00,n,n11,29
1373,a1,s112,r507,a1,v00,n,n11,38
1374,a1,s112,r509,a1,v00,n,n11,2
1375,a1,s158,r312,a1,v00,n,n11,20
1376,a1,s158,r243,a1,v00,n,n11,20
1377,a1,s027,r061,a1,v00,c,n11,5
1378,a1,s027,r061,a1,v00,n,n11,34
1379,a1,s065,r219,a1,v00,n,n11,38
1380,a1,s005,r008,a1,v00,c,n11,5
1381,a1,s005,r008,a1,v00,n,n11,32
1382,a1,s006,r033,a1,v00,c,n11,5
1383,a1,s006,r033,a1,v00,n,n11,28
1384,a1,s015,r062,a1,v00,c,n11,5
1385,a1,s015,r062,a1,v00,n,n11,28
1386,a1,s022,r065,a1,v00,c,n11,4
1387,a1,s022,r065,a1,v00,n,n11,28
1388,a1,s087,r225,a1,v00,n,n11,27
1389,a1,s087,r140,a1,v00,n,n11,2
1390,a1,s008,r048,a1,v00,c,n11,3
1391,a1,s008,r048,a1,v00,n,n11,23
1392,a1,s026,r024,a1,v00,c,n11,3
1393,a1,s026,r024,a1,v00,n,n11,23
1394,a1,s043,r050,a1,v00,c,n11,3
1395,a1,s043,r050,a1,v00,n,n11,19
1396,a1,s207,r206,a1,v00,n,n11,22
1397,a1,s030,r028,a1,v00,c,n11,2
1398,a1,s030,r028,a1,v00,n,n11,17
1399,a1,s036,r025,a1,v00,c,n11,2
1400,a1,s036,r025,a1,v00,n,n11,17
1401,a1,s051,r067,a1,v00,c,n11,2
1402,a1,s051,r067,a1,v00,n,n11,17
1403,a1,s209,r234,a1,v00,n,n11,17
1404,a1,s122,r422,a1,v00,n,n11,16
1405,a1,s291,r411,a1,v00,n,n11,16
1406,a1,s013,r063,a1,v00,c,n11,1
1407,a1,s013,r063,a1,v00,n,n11,12
1408,a1,s029,r011,a1,v00,c,n11,1
1409,a1,s029,r011,a1,v00,n,n11,10
1410,a1,s091,r147,a1,v00,n,n11,10
1411,a1,s094,r297,a1,v00,n,n11,10
1412,a1,s103,r327,a1,v00,n,n11,10
1413,a1,s110,r299,a1,v00,n,n11,10
1414,a1,s123,r170,a1,v00,n,n11,10
1415,a1,s154,r440,a1,v00,n,n11,10
1416,a1,s182,r403,a1,v00,n,n11,10
1417,a1,s192,r379,a1,v00,n,n11,10
1418,a1,s217,r455,a1,v00,n,n11,10
1419,a1,s219,r412,a1,v00,n,n11,10
1420,a1,s230,r434,a1,v00,n,n11,10
1421,a1,s247,r222,a1,v00,n,n11,10
1422,a1,s271,r509,a1,v00,n,n11,10
1423,a1,s293,r419,a1,v00,n,n11,10
1424,a1,s296,r201,a1,v00,n,n11,10
1425,a1,s064,r265,a1,v00,n,n11,9
1426,a1,s071,r268,a1,v00,n,n11,9
1427,a1,s062,r377,a1,v00,n,n11,8
1428,a1,s089,r296,a1,v00,n,n11,8
1429,a1,s118,r367,a1,v00,n,n11,4
1430,a1,s118,r255,a1,v00,n,n11,4
1431,a1,s135,r184,a1,v00,n,n11,8
1432,a1,s147,r306,a1,v00,n,n11,8
1433,a1,s169,r372,a1,v00,n,n11,8
1434,a1,s187,r440,a1,v00,n,n11,8
1435,a1,s205,r297,a1,v00,n,n11,8
1436,a1,s221,r455,a1,v00,n,n11,8
1437,a1,s289,r412,a1,v00,n,n11,8
1438,a1,s155,r383,a1,v00,n,n11,7
1439,a1,s060,r140,a1,v00,n,n11,6
1440,a1,s061,r282,a1,v00,n,n11,6
1441,a1,s068,r167,a1,v00,n,n11,6
1442,a1,s074,r265,a1,v00,n,n11,6
1443,a1,s078,r403,a1,v00,n,n11,6
1444,a1,s079,r246,a1,v00,n,n11,6
1445,a1,s081,r299,a1,v00,n,n11,6
1446,a1,s084,r434,a1,v00,n,n11,6
1447,a1,s090,r200,a1,v00,n,n11,6
1448,a1,s095,r209,a1,v00,n,n11,6
1449,a1,s097,r199,a1,v00,n,n11,5
1450,a1,s097,r216,a1,v00,n,n11,1
1451,a1,s100,r327,a1,v00,n,n11,6
1452,a1,s102,r195,a1,v00,n,n11,6
1453,a1,s145,r439,a1,v00,n,n11,6
1454,a1,s160,r379,a1,v00,n,n11,6
1455,a1,s173,r268,a1,v00,n,n11,6
1456,a1,s188,r271,a1,v00,n,n11,6
1457,a1,s189,r201,a1,v00,n,n11,6
1458,a1,s190,r426,a1,v00,n,n11,6
1459,a1,s223,r419,a1,v00,n,n11,6
1460,a1,s264,r405,a1,v00,n,n11,6
1461,a1,s272,r509,a1,v00,n,n11,6
1462,a1,s119,r222,a1,v00,n,n11,5
1463,a1,s141,r377,a1,v00,n,n11,5
1464,a1,s149,r331,a1,v00,n,n11,5
1465,a1,s164,r373,a1,v00,n,n11,4
1466,a1,s164,r217,a1,v00,n,n11,1
1467,a1,s171,r422,a1,v00,n,n11,5
1468,a1,s183,r411,a1,v00,n,n11,5
1469,a1,s225,r437,a1,v00,n,n11,5
1470,a1,s001,r049,a1,v00,n,n11,4
1471,a1,s004,r049,a1,v00,n,n11,4
1472,a1,s085,r119,a1,v00,n,n11,4
1473,a1,s099,r403,a1,v00,n,n11,4
1474,a1,s104,r344,a1,v00,n,n11,4
1475,a1,s127,r184,a1,v00,n,n11,4
1476,a1,s268,r466,a1,v00,n,n11,4
1477,a1,s312,r496,a1,v00,n,n11,4
1478,a1,s175,r352,a1,v00,n,n11,3
1479,a1,s024,r018,a1,v00,n,n11,2
1480,a1,s184,r133,a1,v00,n,n11,2
1481,a1,s032,r016,a1,v00,c,n12,54
1482,a1,s032,r016,a1,v20,n,n12,15
1483,a1,s032,r016,a1,v00,n,n12,3
1484,a1,s049,r025,a1,v00,c,n12,38
1485,a1,s049,r025,a1,v20,n,n12,1
1486,a1,s049,r025,a1,v00,n,n12,191
1487,a1,s010,r011,a1,v00,c,n12,36
1488,a1,s010,r011,a1,v00,n,n12,199
1489,a1,s054,r061,a1,v00,c,n12,23
1490,a1,s054,r061,a1,v00,n,n12,129
1491,a1,s170,r277,a1,v00,n,n12,98
1492,a1,s170,r195,a1,v00,n,n12,54
1493,a1,s053,r024,a1,v00,c,n12,22
1494,a1,s053,r024,a1,v00,n,n12,128
1495,a1,s159,r272,a1,v00,n,n12,51
1496,a1,s159,r236,a1,v00,n,n12,64
1497,a1,s159,r149,a1,v00,n,n12,21
1498,a1,s179,r203,a1,v00,n,n12,60
1499,a1,s179,r232,a1,v00,n,n12,45
1500,a1,s179,r190,a1,v00,n,n12,24
1501,a1,s120,r301,a1,v00,n,n12,20
1502,a1,s120,r213,a1,v00,n,n12,39
1503,a1,s120,r245,a1,v00,n,n12,43
1504,a1,s120,r276,a1,v00,n,n12,25
1505,a1,s196,r230,a1,v00,n,n12,65
1506,a1,s196,r300,a1,v00,n,n12,56
1507,a1,s196,r228,a1,v00,n,n12,6
1508,a1,s308,r506,a1,v00,n,n12,69
1509,a1,s308,r502,a1,v00,n,n12,58
1510,a1,s139,r360,a1,v00,n,n12,65
1511,a1,s139,r177,a1,v00,n,n12,52
1512,a1,s139,r249,a1,v00,n,n12,5
1513,a1,s150,r149,a1,v00,n,n12,58
1514,a1,s150,r309,a1,v00,n,n12,53
1515,a1,s150,r391,a1,v00,n,n12,11
1516,a1,s096,r343,a1,v00,n,n12,26
1517,a1,s096,r369,a1,v00,n,n12,27
1518,a1,s096,r228,a1,v00,n,n12,38
1519,a1,s096,r235,a1,v00,n,n12,15
1520,a1,s096,r367,a1,v00,n,n12,12
1521,a1,s066,r174,a1,v00,n,n12,58
1522,a1,s066,r249,a1,v00,n,n12,44
1523,a1,s072,r131,a1,v00,n,n12,40
1524,a1,s072,r322,a1,v00,n,n12,40
1525,a1,s072,r161,a1,v00,n,n12,22
1526,a1,s278,r436,a1,v00,n,n12,69
1527,a1,s278,r246,a1,v00,n,n12,33
1528,a1,s307,r499,a1,v00,n,n12,48
1529,a1,s307,r482,a1,v00,n,n12,52
1530,a1,s307,r501,a1,v00,n,n12,2
1531,a1,s117,r391,a1,v00,n,n12,28
1532,a1,s117,r302,a1,v00,n,n12,40
1533,a1,s117,r185,a1,v00,n,n12,32
1534,a1,s035,r029,a1,v00,c,n12,14
1535,a1,s035,r029,a1,v00,n,n12,85
1536,a1,s007,r027,a1,v00,c,n12,14
1537,a1,s007,r027,a1,v00,n,n12,84
1538,a1,s039,r033,a1,v00,c,n12,14
1539,a1,s039,r033,a1,v00,n,n12,79
1540,a1,s252,r273,a1,v00,n,n12,38
1541,a1,s252,r323,a1,v00,n,n12,39
1542,a1,s252,r229,a1,v00,n,n12,16
1543,a1,s254,r160,a1,v00,n,n12,30
1544,a1,s254,r371,a1,v00,n,n12,37
1545,a1,s254,r140,a1,v00,n,n12,25
1546,a1,s020,r028,a1,v00,c,n12,13
1547,a1,s020,r028,a1,v00,n,n12,76
1548,a1,s088,r317,a1,v00,n,n12,42
1549,a1,s088,r154,a1,v00,n,n12,38
1550,a1,s088,r264,a1,v00,n,n12,7
1551,a1,s204,r361,a1,v00,n,n12,8
1552,a1,s204,r329,a1,v00,n,n12,18
1553,a1,s204,r190,a1,v00,n,n12,24
1554,a1,s204,r178,a1,v00,n,n12,23
1555,a1,s204,r276,a1,v00,n,n12,12
1556,a1,s106,r205,a1,v00,n,n12,34
1557,a1,s106,r384,a1,v00,n,n12,23
1558,a1,s106,r223,a1,v00,n,n12,27
1559,a1,s165,r350,a1,v00,n,n12,41
1560,a1,s165,r191,a1,v00,n,n12,41
1561,a1,s108,r386,a1,v00,n,n12,40
1562,a1,s108,r237,a1,v00,n,n12,40
1563,a1,s108,r336,a1,v00,n,n12,1
1564,a1,s121,r308,a1,v00,n,n12,8
1565,a1,s121,r290,a1,v00,n,n12,20
1566,a1,s121,r252,a1,v00,n,n12,23
1567,a1,s121,r393,a1,v00,n,n12,9
1568,a1,s121,r283,a1,v00,n,n12,8
1569,a1,s121,r194,a1,v00,n,n12,13
1570,a1,s132,r336,a1,v00,n,n12,42
1571,a1,s132,r385,a1,v00,n,n12,39
1572,a1,s144,r398,a1,v00,n,n12,15
1573,a1,s144,r260,a1,v00,n,n12,16
1574,a1,s144,r212,a1,v00,n,n12,39
1575,a1,s144,r206,a1,v00,n,n12,11
1576,a1,s234,r325,a1,v00,n,n12,42
1577,a1,s234,r475,a1,v00,n,n12,39
1578,a1,s306,r519,a1,v00,n,n12,47
1579,a1,s306,r501,a1,v00,n,n12,34
1580,a1,s256,r338,a1,v00,n,n12,48
1581,a1,s256,r316,a1,v00,n,n12,32
1582,a1,s018,r027,a1,v00,c,n12,11
1583,a1,s018,r027,a1,v00,n,n12,66
1584,a1,s080,r311,a1,v00,n,n12,40
1585,a1,s080,r139,a1,v00,n,n12,34
1586,a1,s080,r128,a1,v00,n,n12,2
1587,a1,s138,r324,a1,v00,n,n12,40
1588,a1,s138,r293,a1,v00,n,n12,36
1589,a1,s034,r050,a1,v00,c,n12,11
1590,a1,s034,r050,a1,v00,n,n12,63
1591,a1,s092,r128,a1,v00,n,n12,38
1592,a1,s092,r264,a1,v00,n,n12,36
1593,a1,s311,r493,a1,v00,n,n12,43
1594,a1,s311,r444,a1,v00,n,n12,31
1595,a1,s077,r211,a1,v00,n,n12,40
1596,a1,s077,r294,a1,v00,n,n12,33
1597,a1,s231,r238,a1,v00,n,n12,42
1598,a1,s231,r285,a1,v00,n,n12,31
1599,a1,s134,r227,a1,v00,n,n12,39
1600,a1,s134,r266,a1,v00,n,n12,32
1601,a1,s002,r049,a1,v00,c,n12,10
1602,a1,s002,r049,a1,v00,n,n12,60
1603,a1,s232,r469,a1,v00,n,n12,42
1604,a1,s232,r399,a1,v00,n,n12,26
1605,a1,s076,r152,a1,v00,n,n12,21
1606,a1,s076,r310,a1,v00,n,n12,40
1607,a1,s076,r176,a1,v00,n,n12,4
1608,a1,s067,r467,a1,v00,n,n12,38
1609,a1,s067,r153,a1,v00,n,n12,20
1610,a1,s067,r364,a1,v00,n,n12,3
1611,a1,s156,r337,a1,v00,n,n12,44
1612,a1,s156,r372,a1,v00,n,n12,17
1613,a1,s174,r368,a1,v00,n,n12,20
1614,a1,s174,r364,a1,v00,n,n12,36
1615,a1,s174,r327,a1,v00,n,n12,5
1616,a1,s075,r161,a1,v00,n,n12,17
1617,a1,s075,r168,a1,v00,n,n12,16
1618,a1,s075,r242,a1,v00,n,n12,26
1619,a1,s019,r065,a1,v00,c,n12,7
1620,a1,s019,r065,a1,v00,n,n12,42
1621,a1,s086,r176,a1,v00,n,n12,26
1622,a1,s086,r387,a1,v00,n,n12,21
1623,a1,s266,r339,a1,v00,n,n12,42
1624,a1,s266,r379,a1,v00,n,n12,5
1625,a1,s302,r416,a1,v00,n,n12,41
1626,a1,s302,r265,a1,v00,n,n12,5
1627,a1,s003,r025,a1,v00,c,n12,6
1628,a1,s003,r025,a1,v00,n,n12,39
1629,a1,s025,r063,a1,v00,c,n12,6
1630,a1,s025,r063,a1,v00,n,n12,39
1631,a1,s124,r229,a1,v00,n,n12,14
1632,a1,s124,r196,a1,v00,n,n12,29
1633,a1,s112,r507,a1,v00,n,n12,38
1634,a1,s112,r509,a1,v00,n,n12,2
1635,a1,s158,r312,a1,v00,n,n12,20
1636,a1,s158,r243,a1,v00,n,n12,20
1637,a1,s027,r061,a1,v00,c,n12,5
1638,a1,s027,r061,a1,v00,n,n12,34
1639,a1,s065,r219,a1,v00,n,n12,38
1640,a1,s005,r008,a1,v00,c,n12,5
1641,a1,s005,r008,a1,v00,n,n12,32
1642,a1,s006,r033,a1,v00,c,n12,5
1643,a1,s006,r033,a1,v00,n,n12,28
1644,a1,s015,r062,a1,v00,c,n12,5
1645,a1,s015,r062,a1,v00,n,n12,28
1646,a1,s022,r065,a1,v00,c,n12,4
1647,a1,s022,r065,a1,v00,n,n12,28
1648,a1,s087,r225,a1,v00,n,n12,27
1649,a1,s087,r140,a1,v00,n,n12,2
1650,a1,s008,r048,a1,v00,c,n12,3
1651,a1,s008,r048,a1,v00,n,n12,23
1652,a1,s026,r024,a1,v00,c,n12,3
1653,a1,s026,r024,a1,v00,n,n12,23
1654,a1,s043,r050,a1,v00,c,n12,3
1655,a1,s043,r050,a1,v00,n,n12,19
1656,a1,s207,r206,a1,v00,n,n12,22
1657,a1,s030,r028,a1,v00,c,n12,2
1658,a1,s030,r028,a1,v00,n,n12,17
1659,a1,s036,r025,a1,v00,c,n12,2
1660,a1,s036,r025,a1,v00,n,n12,17
1661,a1,s051,r067,a1,v00,c,n12,2
1662,a1,s051,r067,a1,v00,n,n12,17
1663,a1,s209,r234,a1,v00,n,n12,17
1664,a1,s122,r422,a1,v00,n,n12,16
1665,a1,s291,r411,a1,v00,n,n12,16
1666,a1,s013,r018,a1,v00,c,n12,1
1667,a1,s013,r018,a1,v00,n,n12,12
1668,a1,s029,r011,a1,v00,c,n12,1
1669,a1,s029,r011,a1,v00,n,n12,10
1670,a1,s091,r147,a1,v00,n,n12,10
1671,a1,s094,r297,a1,v00,n,n12,10
1672,a1,s103,r327,a1,v00,n,n12,10
1673,a1,s110,r299,a1,v00,n,n12,10
1674,a1,s123,r170,a1,v00,n,n12,10
1675,a1,s154,r440,a1,v00,n,n12,10
1676,a1,s182,r403,a1,v00,n,n12,10
1677,a1,s192,r379,a1,v00,n,n12,10
1678,a1,s217,r455,a1,v00,n,n12,10
1679,a1,s219,r412,a1,v00,n,n12,10
1680,a1,s230,r434,a1,v00,n,n12,10
1681,a1,s247,r222,a1,v00,n,n12,10
1682,a1,s271,r509,a1,v00,n,n12,10
1683,a1,s293,r419,a1,v00,n,n12,10
1684,a1,s296,r201,a1,v00,n,n12,10
1685,a1,s064,r265,a1,v00,n,n12,9
1686,a1,s071,r268,a1,v00,n,n12,9
1687,a1,s062,r377,a1,v00,n,n12,8
1688,a1,s089,r296,a1,v00,n,n12,8
1689,a1,s118,r367,a1,v00,n,n12,4
1690,a1,s118,r255,a1,v00,n,n12,4
1691,a1,s135,r184,a1,v00,n,n12,8
1692,a1,s147,r306,a1,v00,n,n12,8
1693,a1,s169,r372,a1,v00,n,n12,8
1694,a1,s187,r440,a1,v00,n,n12,8
1695,a1,s205,r297,a1,v00,n,n12,8
1696,a1,s221,r455,a1,v00,n,n12,8
1697,a1,s289,r412,a1,v00,n,n12,8
1698,a1,s155,r383,a1,v00,n,n12,7
1699,a1,s060,r140,a1,v00,n,n12,6
1700,a1,s061,r282,a1,v00,n,n12,6
1701,a1,s068,r167,a1,v00,n,n12,6
1702,a1,s074,r265,a1,v00,n,n12,6
1703,a1,s078,r403,a1,v00,n,n12,6
1704,a1,s079,r246,a1,v00,n,n12,6
1705,a1,s081,r299,a1,v00,n,n12,6
1706,a1,s084,r434,a1,v00,n,n12,6
1707,a1,s090,r200,a1,v00,n,n12,6
