,staging,sender,receiver,staging1,vehicleType,patientType,scenario,value
575,a1,s053,r024,a1,v00,n,n08,128
576,a1,s159,r272,a1,v00,n,n08,51
577,a1,s159,r236,a1,v00,n,n08,64
578,a1,s159,r149,a1,v00,n,n08,21
579,a1,s120,r301,a1,v00,n,n08,20
580,a1,s120,r213,a1,v00,n,n08,39
581,a1,s120,r245,a1,v00,n,n08,43
582,a1,s120,r276,a1,v00,n,n08,25
583,a1,s196,r190,a1,v00,n,n08,48
584,a1,s196,r230,a1,v00,n,n08,65
585,a1,s196,r203,a1,v00,n,n08,14
586,a1,s308,r506,a1,v00,n,n08,69
587,a1,s308,r502,a1,v00,n,n08,58
588,a1,s139,r300,a1,v00,n,n08,56
589,a1,s139,r360,a1,v00,n,n08,65
590,a1,s139,r177,a1,v00,n,n08,1
591,a1,s150,r249,a1,v00,n,n08,52
592,a1,s150,r149,a1,v00,n,n08,58
593,a1,s150,r309,a1,v00,n,n08,12
594,a1,s096,r343,a1,v00,n,n08,26
595,a1,s096,r232,a1,v00,n,n08,45
596,a1,s096,r228,a1,v00,n,n08,44
597,a1,s096,r369,a1,v00,n,n08,3
598,a1,s066,r174,a1,v00,n,n08,58
599,a1,s066,r322,a1,v00,n,n08,40
600,a1,s066,r391,a1,v00,n,n08,4
601,a1,s072,r131,a1,v00,n,n08,40
602,a1,s072,r161,a1,v00,n,n08,39
603,a1,s072,r391,a1,v00,n,n08,23
604,a1,s278,r177,a1,v00,n,n08,51
605,a1,s278,r436,a1,v00,n,n08,51
606,a1,s307,r499,a1,v00,n,n08,48
607,a1,s307,r482,a1,v00,n,n08,52
608,a1,s307,r501,a1,v00,n,n08,2
609,a1,s117,r367,a1,v00,n,n08,16
610,a1,s117,r203,a1,v00,n,n08,46
611,a1,s117,r302,a1,v00,n,n08,38
612,a1,s035,r029,a1,v00,c,n08,14
613,a1,s035,r029,a1,v00,n,n08,85
614,a1,s039,r027,a1,v00,c,n08,14
615,a1,s039,r027,a1,v00,n,n08,79
616,a1,s252,r369,a1,v00,n,n08,24
617,a1,s252,r309,a1,v00,n,n08,41
618,a1,s252,r273,a1,v00,n,n08,28
619,a1,s020,r028,a1,v00,c,n08,13
620,a1,s020,r028,a1,v00,n,n08,76
621,a1,s088,r246,a1,v00,n,n08,44
622,a1,s088,r185,a1,v00,n,n08,36
623,a1,s088,r160,a1,v00,n,n08,7
624,a1,s204,r229,a1,v00,n,n08,30
625,a1,s204,r361,a1,v00,n,n08,8
626,a1,s204,r235,a1,v00,n,n08,15
627,a1,s204,r329,a1,v00,n,n08,18
628,a1,s204,r323,a1,v00,n,n08,14
629,a1,s106,r371,a1,v00,n,n08,37
630,a1,s106,r205,a1,v00,n,n08,34
631,a1,s106,r317,a1,v00,n,n08,13
632,a1,s165,r350,a1,v00,n,n08,41
633,a1,s165,r191,a1,v00,n,n08,41
634,a1,s108,r386,a1,v00,n,n08,40
635,a1,s108,r178,a1,v00,n,n08,23
636,a1,s108,r237,a1,v00,n,n08,18
637,a1,s132,r336,a1,v00,n,n08,43
638,a1,s132,r385,a1,v00,n,n08,38
639,a1,s144,r308,a1,v00,n,n08,8
640,a1,s144,r290,a1,v00,n,n08,20
641,a1,s144,r252,a1,v00,n,n08,23
642,a1,s144,r276,a1,v00,n,n08,14
643,a1,s144,r393,a1,v00,n,n08,9
644,a1,s144,r398,a1,v00,n,n08,7
645,a1,s306,r519,a1,v00,n,n08,47
646,a1,s306,r501,a1,v00,n,n08,34
647,a1,s256,r140,a1,v00,n,n08,46
648,a1,s256,r264,a1,v00,n,n08,34
649,a1,s018,r027,a1,v00,c,n08,11
650,a1,s018,r027,a1,v00,n,n08,66
651,a1,s080,r154,a1,v00,n,n08,38
652,a1,s080,r223,a1,v00,n,n08,38
653,a1,s138,r324,a1,v00,n,n08,40
654,a1,s138,r293,a1,v00,n,n08,36
655,a1,s311,r493,a1,v00,n,n08,43
656,a1,s311,r444,a1,v00,n,n08,31
657,a1,s077,r325,a1,v00,n,n08,42
658,a1,s077,r316,a1,v00,n,n08,31
659,a1,s231,r238,a1,v00,n,n08,42
660,a1,s231,r285,a1,v00,n,n08,31
661,a1,s134,r227,a1,v00,n,n08,39
662,a1,s134,r266,a1,v00,n,n08,32
663,a1,s238,r311,a1,v00,n,n08,40
664,a1,s238,r128,a1,v00,n,n08,31
665,a1,s232,r475,a1,v00,n,n08,48
666,a1,s232,r469,a1,v00,n,n08,20
667,a1,s076,r160,a1,v00,n,n08,23
668,a1,s076,r384,a1,v00,n,n08,23
669,a1,s076,r139,a1,v00,n,n08,19
670,a1,s156,r310,a1,v00,n,n08,40
671,a1,s156,r364,a1,v00,n,n08,21
672,a1,s174,r260,a1,v00,n,n08,16
673,a1,s174,r212,a1,v00,n,n08,39
674,a1,s174,r368,a1,v00,n,n08,6
675,a1,s075,r153,a1,v00,n,n08,20
676,a1,s075,r211,a1,v00,n,n08,39
677,a1,s086,r294,a1,v00,n,n08,34
678,a1,s086,r206,a1,v00,n,n08,13
679,a1,s266,r372,a1,v00,n,n08,39
680,a1,s266,r337,a1,v00,n,n08,8
681,a1,s302,r338,a1,v00,n,n08,46
682,a1,s025,r050,a1,v00,c,n08,6
683,a1,s025,r050,a1,v00,n,n08,39
684,a1,s124,r283,a1,v00,n,n08,8
685,a1,s124,r323,a1,v00,n,n08,25
686,a1,s124,r194,a1,v00,n,n08,10
687,a1,s158,r391,a1,v00,n,n08,12
688,a1,s158,r327,a1,v00,n,n08,28
689,a1,s027,r065,a1,v00,c,n08,5
690,a1,s027,r065,a1,v00,n,n08,34
691,a1,s065,r467,a1,v00,n,n08,38
692,a1,s005,r033,a1,v00,c,n08,5
693,a1,s005,r033,a1,v00,n,n08,32
694,a1,s006,r033,a1,v00,c,n08,5
695,a1,s006,r033,a1,v00,n,n08,28
696,a1,s015,r049,a1,v00,c,n08,5
697,a1,s015,r049,a1,v00,n,n08,28
698,a1,s022,r025,a1,v00,c,n08,4
699,a1,s022,r025,a1,v00,n,n08,28
700,a1,s087,r176,a1,v00,n,n08,29
701,a1,s026,r065,a1,v00,c,n08,3
702,a1,s026,r065,a1,v00,n,n08,23
703,a1,s043,r050,a1,v00,c,n08,3
704,a1,s043,r050,a1,v00,n,n08,19
705,a1,s207,r399,a1,v00,n,n08,22
706,a1,s030,r025,a1,v00,c,n08,2
707,a1,s030,r025,a1,v00,n,n08,17
708,a1,s036,r061,a1,v00,c,n08,2
709,a1,s036,r061,a1,v00,n,n08,17
710,a1,s209,r379,a1,v00,n,n08,17
711,a1,s291,r416,a1,v00,n,n08,16
712,a1,s013,r033,a1,v00,c,n08,1
713,a1,s013,r033,a1,v00,n,n08,12
714,a1,s091,r242,a1,v00,n,n08,10
715,a1,s094,r152,a1,v00,n,n08,10
716,a1,s103,r387,a1,v00,n,n08,10
717,a1,s110,r196,a1,v00,n,n08,10
718,a1,s123,r312,a1,v00,n,n08,10
719,a1,s154,r317,a1,v00,n,n08,10
720,a1,s192,r339,a1,v00,n,n08,10
721,a1,s219,r411,a1,v00,n,n08,10
722,a1,s247,r243,a1,v00,n,n08,10
723,a1,s271,r265,a1,v00,n,n08,10
724,a1,s293,r509,a1,v00,n,n08,10
725,a1,s296,r455,a1,v00,n,n08,10
726,a1,s064,r219,a1,v00,n,n08,9
727,a1,s071,r225,a1,v00,n,n08,9
728,a1,s089,r147,a1,v00,n,n08,8
729,a1,s118,r299,a1,v00,n,n08,8
730,a1,s135,r422,a1,v00,n,n08,8
731,a1,s147,r368,a1,v00,n,n08,8
732,a1,s169,r234,a1,v00,n,n08,8
733,a1,s187,r337,a1,v00,n,n08,8
734,a1,s205,r297,a1,v00,n,n08,8
735,a1,s221,r440,a1,v00,n,n08,8
736,a1,s289,r412,a1,v00,n,n08,8
737,a1,s155,r170,a1,v00,n,n08,7
738,a1,s061,r168,a1,v00,n,n08,6
739,a1,s074,r206,a1,v00,n,n08,6
740,a1,s078,r403,a1,v00,n,n08,6
741,a1,s079,r242,a1,v00,n,n08,6
742,a1,s081,r222,a1,v00,n,n08,6
743,a1,s084,r201,a1,v00,n,n08,6
744,a1,s090,r237,a1,v00,n,n08,6
745,a1,s095,r268,a1,v00,n,n08,6
746,a1,s097,r255,a1,v00,n,n08,6
747,a1,s100,r434,a1,v00,n,n08,6
748,a1,s102,r306,a1,v00,n,n08,6
749,a1,s145,r507,a1,v00,n,n08,6
750,a1,s160,r377,a1,v00,n,n08,6
751,a1,s173,r403,a1,v00,n,n08,6
752,a1,s189,r387,a1,v00,n,n08,6
753,a1,s190,r339,a1,v00,n,n08,6
754,a1,s264,r419,a1,v00,n,n08,6
755,a1,s272,r412,a1,v00,n,n08,6
756,a1,s119,r296,a1,v00,n,n08,5
757,a1,s141,r234,a1,v00,n,n08,5
758,a1,s149,r184,a1,v00,n,n08,5
759,a1,s164,r337,a1,v00,n,n08,5
760,a1,s171,r299,a1,v00,n,n08,5
761,a1,s183,r219,a1,v00,n,n08,5
762,a1,s225,r434,a1,v00,n,n08,5
763,a1,s001,r008,a1,v00,n,n08,4
764,a1,s004,r008,a1,v00,n,n08,4
765,a1,s085,r265,a1,v00,n,n08,4
766,a1,s099,r243,a1,v00,n,n08,4
767,a1,s104,r422,a1,v00,n,n08,4
768,a1,s127,r440,a1,v00,n,n08,4
769,a1,s268,r411,a1,v00,n,n08,4
770,a1,s312,r496,a1,v00,n,n08,4
771,a1,s175,r398,a1,v00,n,n08,3
772,a1,s024,r050,a1,v00,n,n08,2
773,a1,s184,r317,a1,v00,n,n08,2
774,a1,s032,r016,a1,v00,c,n09,54
775,a1,s032,r016,a1,v20,n,n09,15
776,a1,s032,r016,a1,v00,n,n09,3
777,a1,s049,r025,a1,v00,c,n09,38
778,a1,s049,r025,a1,v20,n,n09,1
779,a1,s049,r025,a1,v00,n,n09,191
780,a1,s010,r011,a1,v00,c,n09,36
781,a1,s010,r011,a1,v00,n,n09,199
782,a1,s054,r061,a1,v00,c,n09,23
783,a1,s054,r061,a1,v00,n,n09,129
784,a1,s170,r277,a1,v00,n,n09,98
785,a1,s170,r195,a1,v00,n,n09,54
786,a1,s053,r024,a1,v00,c,n09,22
787,a1,s053,r024,a1,v00,n,n09,128
788,a1,s159,r272,a1,v00,n,n09,51
789,a1,s159,r236,a1,v00,n,n09,64
790,a1,s159,r149,a1,v00,n,n09,21
791,a1,s120,r301,a1,v00,n,n09,20
792,a1,s120,r213,a1,v00,n,n09,39
793,a1,s120,r245,a1,v00,n,n09,43
794,a1,s120,r276,a1,v00,n,n09,25
795,a1,s196,r190,a1,v00,n,n09,48
796,a1,s196,r230,a1,v00,n,n09,65
797,a1,s196,r203,a1,v00,n,n09,14
798,a1,s308,r506,a1,v00,n,n09,69
799,a1,s308,r502,a1,v00,n,n09,58
800,a1,s139,r300,a1,v00,n,n09,56
801,a1,s139,r360,a1,v00,n,n09,65
802,a1,s139,r177,a1,v00,n,n09,1
803,a1,s150,r249,a1,v00,n,n09,52
804,a1,s150,r149,a1,v00,n,n09,58
805,a1,s150,r309,a1,v00,n,n09,12
806,a1,s096,r343,a1,v00,n,n09,26
807,a1,s096,r232,a1,v00,n,n09,45
808,a1,s096,r228,a1,v00,n,n09,44
809,a1,s096,r369,a1,v00,n,n09,3
810,a1,s066,r174,a1,v00,n,n09,58
811,a1,s066,r322,a1,v00,n,n09,40
812,a1,s066,r391,a1,v00,n,n09,4
813,a1,s072,r131,a1,v00,n,n09,40
814,a1,s072,r161,a1,v00,n,n09,39
815,a1,s072,r391,a1,v00,n,n09,23
816,a1,s278,r177,a1,v00,n,n09,51
817,a1,s278,r436,a1,v00,n,n09,51
818,a1,s307,r499,a1,v00,n,n09,48
819,a1,s307,r482,a1,v00,n,n09,52
820,a1,s307,r501,a1,v00,n,n09,2
821,a1,s117,r367,a1,v00,n,n09,16
822,a1,s117,r203,a1,v00,n,n09,46
823,a1,s117,r302,a1,v00,n,n09,38
824,a1,s035,r029,a1,v00,c,n09,14
825,a1,s035,r029,a1,v00,n,n09,85
826,a1,s039,r027,a1,v00,c,n09,14
827,a1,s039,r027,a1,v00,n,n09,79
828,a1,s252,r369,a1,v00,n,n09,24
829,a1,s252,r309,a1,v00,n,n09,41
830,a1,s252,r273,a1,v00,n,n09,28
831,a1,s020,r028,a1,v00,c,n09,13
832,a1,s020,r028,a1,v00,n,n09,76
833,a1,s088,r246,a1,v00,n,n09,44
834,a1,s088,r185,a1,v00,n,n09,36
835,a1,s088,r160,a1,v00,n,n09,7
836,a1,s204,r229,a1,v00,n,n09,30
837,a1,s204,r361,a1,v00,n,n09,8
838,a1,s204,r235,a1,v00,n,n09,15
839,a1,s204,r329,a1,v00,n,n09,18
840,a1,s204,r323,a1,v00,n,n09,14
841,a1,s106,r371,a1,v00,n,n09,37
842,a1,s106,r205,a1,v00,n,n09,34
843,a1,s106,r317,a1,v00,n,n09,13
844,a1,s165,r350,a1,v00,n,n09,41
845,a1,s165,r191,a1,v00,n,n09,41
846,a1,s108,r386,a1,v00,n,n09,40
847,a1,s108,r178,a1,v00,n,n09,23
848,a1,s108,r237,a1,v00,n,n09,18
849,a1,s132,r336,a1,v00,n,n09,43
850,a1,s132,r385,a1,v00,n,n09,38
851,a1,s144,r308,a1,v00,n,n09,8
852,a1,s144,r290,a1,v00,n,n09,20
853,a1,s144,r252,a1,v00,n,n09,23
854,a1,s144,r276,a1,v00,n,n09,14
855,a1,s144,r393,a1,v00,n,n09,9
856,a1,s144,r398,a1,v00,n,n09,7
857,a1,s234,r140,a1,v00,n,n09,46
858,a1,s234,r264,a1,v00,n,n09,35
859,a1,s306,r519,a1,v00,n,n09,47
860,a1,s306,r501,a1,v00,n,n09,34
861,a1,s256,r154,a1,v00,n,n09,38
862,a1,s256,r325,a1,v00,n,n09,42
863,a1,s018,r027,a1,v00,c,n09,11
864,a1,s018,r027,a1,v00,n,n09,66
865,a1,s080,r223,a1,v00,n,n09,40
866,a1,s080,r160,a1,v00,n,n09,23
867,a1,s080,r311,a1,v00,n,n09,13
868,a1,s138,r324,a1,v00,n,n09,40
869,a1,s138,r293,a1,v00,n,n09,36
870,a1,s034,r033,a1,v00,c,n09,11
871,a1,s034,r033,a1,v00,n,n09,63
872,a1,s311,r493,a1,v00,n,n09,43
873,a1,s311,r444,a1,v00,n,n09,31
874,a1,s077,r316,a1,v00,n,n09,41
875,a1,s077,r128,a1,v00,n,n09,32
876,a1,s231,r238,a1,v00,n,n09,42
877,a1,s231,r285,a1,v00,n,n09,31
878,a1,s134,r227,a1,v00,n,n09,39
879,a1,s134,r266,a1,v00,n,n09,32
880,a1,s238,r338,a1,v00,n,n09,48
881,a1,s238,r211,a1,v00,n,n09,23
882,a1,s232,r475,a1,v00,n,n09,48
883,a1,s232,r469,a1,v00,n,n09,20
884,a1,s076,r384,a1,v00,n,n09,23
885,a1,s076,r139,a1,v00,n,n09,34
886,a1,s076,r206,a1,v00,n,n09,8
887,a1,s156,r310,a1,v00,n,n09,40
888,a1,s156,r364,a1,v00,n,n09,21
889,a1,s174,r260,a1,v00,n,n09,16
890,a1,s174,r212,a1,v00,n,n09,39
891,a1,s174,r368,a1,v00,n,n09,6
892,a1,s075,r153,a1,v00,n,n09,20
893,a1,s075,r152,a1,v00,n,n09,21
894,a1,s075,r294,a1,v00,n,n09,18
895,a1,s086,r176,a1,v00,n,n09,30
896,a1,s086,r467,a1,v00,n,n09,17
897,a1,s266,r372,a1,v00,n,n09,39
898,a1,s266,r337,a1,v00,n,n09,8
899,a1,s302,r399,a1,v00,n,n09,46
900,a1,s025,r050,a1,v00,c,n09,6
901,a1,s025,r050,a1,v00,n,n09,39
902,a1,s124,r283,a1,v00,n,n09,8
903,a1,s124,r323,a1,v00,n,n09,25
904,a1,s124,r194,a1,v00,n,n09,10
905,a1,s158,r391,a1,v00,n,n09,12
906,a1,s158,r327,a1,v00,n,n09,28
907,a1,s027,r065,a1,v00,c,n09,5
908,a1,s027,r065,a1,v00,n,n09,34
909,a1,s065,r242,a1,v00,n,n09,34
910,a1,s065,r387,a1,v00,n,n09,4
911,a1,s005,r049,a1,v00,c,n09,5
912,a1,s005,r049,a1,v00,n,n09,32
913,a1,s303,r416,a1,v00,n,n09,34
914,a1,s006,r033,a1,v00,c,n09,5
915,a1,s006,r033,a1,v00,n,n09,28
916,a1,s015,r062,a1,v00,c,n09,5
917,a1,s015,r062,a1,v00,n,n09,28
918,a1,s022,r025,a1,v00,c,n09,4
919,a1,s022,r025,a1,v00,n,n09,28
920,a1,s087,r317,a1,v00,n,n09,29
921,a1,s026,r065,a1,v00,c,n09,3
922,a1,s026,r065,a1,v00,n,n09,23
923,a1,s043,r050,a1,v00,c,n09,3
924,a1,s043,r050,a1,v00,n,n09,19
925,a1,s207,r206,a1,v00,n,n09,22
926,a1,s030,r025,a1,v00,c,n09,2
927,a1,s030,r025,a1,v00,n,n09,17
928,a1,s036,r061,a1,v00,c,n09,2
929,a1,s036,r061,a1,v00,n,n09,17
930,a1,s209,r379,a1,v00,n,n09,17
931,a1,s122,r339,a1,v00,n,n09,16
932,a1,s291,r411,a1,v00,n,n09,16
933,a1,s013,r050,a1,v00,c,n09,1
934,a1,s013,r050,a1,v00,n,n09,12
935,a1,s091,r312,a1,v00,n,n09,10
936,a1,s094,r196,a1,v00,n,n09,10
937,a1,s103,r368,a1,v00,n,n09,10
938,a1,s110,r243,a1,v00,n,n09,10
939,a1,s123,r234,a1,v00,n,n09,10
940,a1,s154,r387,a1,v00,n,n09,10
941,a1,s192,r311,a1,v00,n,n09,10
942,a1,s217,r455,a1,v00,n,n09,10
943,a1,s219,r412,a1,v00,n,n09,10
944,a1,s230,r422,a1,v00,n,n09,10
945,a1,s247,r219,a1,v00,n,n09,10
946,a1,s271,r265,a1,v00,n,n09,10
947,a1,s293,r509,a1,v00,n,n09,10
948,a1,s296,r507,a1,v00,n,n09,10
949,a1,s064,r225,a1,v00,n,n09,9
950,a1,s071,r337,a1,v00,n,n09,9
951,a1,s089,r147,a1,v00,n,n09,8
952,a1,s118,r299,a1,v00,n,n09,8
953,a1,s135,r440,a1,v00,n,n09,8
954,a1,s147,r297,a1,v00,n,n09,8
955,a1,s169,r222,a1,v00,n,n09,8
956,a1,s187,r403,a1,v00,n,n09,8
957,a1,s205,r170,a1,v00,n,n09,8
958,a1,s221,r434,a1,v00,n,n09,8
959,a1,s289,r419,a1,v00,n,n09,8
960,a1,s155,r168,a1,v00,n,n09,7
961,a1,s061,r201,a1,v00,n,n09,6
962,a1,s074,r237,a1,v00,n,n09,6
963,a1,s078,r268,a1,v00,n,n09,6
964,a1,s079,r306,a1,v00,n,n09,6
965,a1,s081,r377,a1,v00,n,n09,6
966,a1,s084,r265,a1,v00,n,n09,6
967,a1,s090,r219,a1,v00,n,n09,6
968,a1,s095,r398,a1,v00,n,n09,6
969,a1,s097,r255,a1,v00,n,n09,6
970,a1,s100,r296,a1,v00,n,n09,6
971,a1,s102,r184,a1,v00,n,n09,6
972,a1,s145,r440,a1,v00,n,n09,6
973,a1,s160,r299,a1,v00,n,n09,6
974,a1,s173,r243,a1,v00,n,n09,6
975,a1,s189,r297,a1,v00,n,n09,6
976,a1,s190,r403,a1,v00,n,n09,6
977,a1,s264,r455,a1,v00,n,n09,6
978,a1,s272,r412,a1,v00,n,n09,6
979,a1,s119,r196,a1,v00,n,n09,5
980,a1,s141,r337,a1,v00,n,n09,5
981,a1,s149,r268,a1,v00,n,n09,5
982,a1,s164,r199,a1,v00,n,n09,5
983,a1,s171,r201,a1,v00,n,n09,5
984,a1,s183,r234,a1,v00,n,n09,5
985,a1,s225,r434,a1,v00,n,n09,5
986,a1,s001,r008,a1,v00,n,n09,4
987,a1,s004,r008,a1,v00,n,n09,4
988,a1,s085,r422,a1,v00,n,n09,4
989,a1,s099,r222,a1,v00,n,n09,4
990,a1,s104,r194,a1,v00,n,n09,4
991,a1,s127,r377,a1,v00,n,n09,4
992,a1,s268,r509,a1,v00,n,n09,4
993,a1,s312,r496,a1,v00,n,n09,4
994,a1,s175,r217,a1,v00,n,n09,3
995,a1,s024,r061,a1,v00,n,n09,2
996,a1,s184,r467,a1,v00,n,n09,2
997,a1,s032,r016,a1,v00,c,n10,54
998,a1,s032,r016,a1,v20,n,n10,15
999,a1,s032,r016,a1,v00,n,n10,3
1000,a1,s049,r025,a1,v00,c,n10,38
1001,a1,s049,r025,a1,v20,n,n10,1
1002,a1,s049,r025,a1,v00,n,n10,191
1003,a1,s010,r011,a1,v00,c,n10,36
1004,a1,s010,r011,a1,v00,n,n10,199
1005,a1,s054,r061,a1,v00,c,n10,23
1006,a1,s054,r061,a1,v00,n,n10,129
1007,a1,s170,r277,a1,v00,n,n10,98
1008,a1,s170,r195,a1,v00,n,n10,54
1009,a1,s053,r024,a1,v00,c,n10,22
1010,a1,s053,r024,a1,v00,n,n10,128
1011,a1,s159,r272,a1,v00,n,n10,51
1012,a1,s159,r236,a1,v00,n,n10,64
1013,a1,s159,r149,a1,v00,n,n10,21
1014,a1,s120,r301,a1,v00,n,n10,20
1015,a1,s120,r213,a1,v00,n,n10,39
1016,a1,s120,r245,a1,v00,n,n10,43
1017,a1,s120,r276,a1,v00,n,n10,25
1018,a1,s196,r190,a1,v00,n,n10,48
1019,a1,s196,r230,a1,v00,n,n10,65
1020,a1,s196,r203,a1,v00,n,n10,14
1021,a1,s308,r506,a1,v00,n,n10,69
1022,a1,s308,r502,a1,v00,n,n10,58
1023,a1,s139,r300,a1,v00,n,n10,56
1024,a1,s139,r360,a1,v00,n,n10,65
1025,a1,s139,r177,a1,v00,n,n10,1
1026,a1,s150,r249,a1,v00,n,n10,52
1027,a1,s150,r149,a1,v00,n,n10,58
1028,a1,s150,r309,a1,v00,n,n10,12
1029,a1,s096,r343,a1,v00,n,n10,26
1030,a1,s096,r232,a1,v00,n,n10,45
1031,a1,s096,r228,a1,v00,n,n10,44
1032,a1,s096,r369,a1,v00,n,n10,3
1033,a1,s066,r174,a1,v00,n,n10,58
1034,a1,s066,r322,a1,v00,n,n10,40
1035,a1,s066,r391,a1,v00,n,n10,4
1036,a1,s072,r131,a1,v00,n,n10,40
1037,a1,s072,r161,a1,v00,n,n10,39
1038,a1,s072,r391,a1,v00,n,n10,23
1039,a1,s278,r177,a1,v00,n,n10,51
1040,a1,s278,r436,a1,v00,n,n10,51
1041,a1,s307,r499,a1,v00,n,n10,48
1042,a1,s307,r482,a1,v00,n,n10,52
1043,a1,s307,r501,a1,v00,n,n10,2
1044,a1,s117,r367,a1,v00,n,n10,16
1045,a1,s117,r203,a1,v00,n,n10,46
1046,a1,s117,r302,a1,v00,n,n10,38
1047,a1,s035,r029,a1,v00,c,n10,14
1048,a1,s035,r029,a1,v00,n,n10,85
1049,a1,s039,r027,a1,v00,c,n10,14
1050,a1,s039,r027,a1,v00,n,n10,79
1051,a1,s252,r369,a1,v00,n,n10,24
1052,a1,s252,r309,a1,v00,n,n10,41
1053,a1,s252,r273,a1,v00,n,n10,28
1054,a1,s254,r246,a1,v00,n,n10,44
1055,a1,s254,r185,a1,v00,n,n10,36
1056,a1,s254,r160,a1,v00,n,n10,12
1057,a1,s020,r028,a1,v00,c,n10,13
1058,a1,s020,r028,a1,v00,n,n10,76
1059,a1,s088,r371,a1,v00,n,n10,37
1060,a1,s088,r140,a1,v00,n,n10,46
1061,a1,s088,r317,a1,v00,n,n10,4
1062,a1,s204,r229,a1,v00,n,n10,30
1063,a1,s204,r361,a1,v00,n,n10,8
1064,a1,s204,r235,a1,v00,n,n10,15
1065,a1,s204,r329,a1,v00,n,n10,18
1066,a1,s204,r323,a1,v00,n,n10,14
1067,a1,s106,r205,a1,v00,n,n10,34
1068,a1,s106,r384,a1,v00,n,n10,23
1069,a1,s106,r223,a1,v00,n,n10,27
1070,a1,s165,r350,a1,v00,n,n10,41
1071,a1,s165,r191,a1,v00,n,n10,41
1072,a1,s108,r386,a1,v00,n,n10,40
1073,a1,s108,r178,a1,v00,n,n10,23
1074,a1,s108,r237,a1,v00,n,n10,18
1075,a1,s132,r336,a1,v00,n,n10,43
1076,a1,s132,r385,a1,v00,n,n10,38
1077,a1,s144,r308,a1,v00,n,n10,8
1078,a1,s144,r290,a1,v00,n,n10,20
1079,a1,s144,r252,a1,v00,n,n10,23
1080,a1,s144,r276,a1,v00,n,n10,14
1081,a1,s144,r393,a1,v00,n,n10,9
1082,a1,s144,r398,a1,v00,n,n10,7
1083,a1,s234,r264,a1,v00,n,n10,44
1084,a1,s234,r154,a1,v00,n,n10,37
1085,a1,s306,r519,a1,v00,n,n10,47
1086,a1,s306,r501,a1,v00,n,n10,34
1087,a1,s256,r325,a1,v00,n,n10,42
1088,a1,s256,r338,a1,v00,n,n10,38
1089,a1,s018,r027,a1,v00,c,n10,11
1090,a1,s018,r027,a1,v00,n,n10,66
1091,a1,s080,r317,a1,v00,n,n10,38
1092,a1,s080,r311,a1,v00,n,n10,38
1093,a1,s138,r324,a1,v00,n,n10,40
1094,a1,s138,r293,a1,v00,n,n10,36
1095,a1,s034,r033,a1,v00,c,n10,11
1096,a1,s034,r033,a1,v00,n,n10,63
1097,a1,s311,r493,a1,v00,n,n10,43
1098,a1,s311,r444,a1,v00,n,n10,31
1099,a1,s077,r316,a1,v00,n,n10,41
1100,a1,s077,r128,a1,v00,n,n10,32
1101,a1,s231,r238,a1,v00,n,n10,42
1102,a1,s231,r285,a1,v00,n,n10,31
1103,a1,s134,r227,a1,v00,n,n10,39
1104,a1,s134,r266,a1,v00,n,n10,32
1105,a1,s238,r211,a1,v00,n,n10,40
1106,a1,s238,r399,a1,v00,n,n10,31
1107,a1,s232,r475,a1,v00,n,n10,48
1108,a1,s232,r469,a1,v00,n,n10,20
1109,a1,s076,r139,a1,v00,n,n10,34
1110,a1,s076,r206,a1,v00,n,n10,31
1111,a1,s156,r310,a1,v00,n,n10,40
1112,a1,s156,r364,a1,v00,n,n10,21
1113,a1,s174,r260,a1,v00,n,n10,16
1114,a1,s174,r212,a1,v00,n,n10,39
1115,a1,s174,r368,a1,v00,n,n10,6
1116,a1,s075,r153,a1,v00,n,n10,20
1117,a1,s075,r160,a1,v00,n,n10,18
1118,a1,s075,r152,a1,v00,n,n10,21
1119,a1,s086,r294,a1,v00,n,n10,34
1120,a1,s086,r176,a1,v00,n,n10,13
1121,a1,s266,r372,a1,v00,n,n10,39
1122,a1,s266,r337,a1,v00,n,n10,8
1123,a1,s302,r416,a1,v00,n,n10,41
1124,a1,s302,r339,a1,v00,n,n10,5
1125,a1,s025,r050,a1,v00,c,n10,6
1126,a1,s025,r050,a1,v00,n,n10,39
1127,a1,s124,r283,a1,v00,n,n10,8
1128,a1,s124,r323,a1,v00,n,n10,25
1129,a1,s124,r194,a1,v00,n,n10,10
1130,a1,s158,r391,a1,v00,n,n10,12
1131,a1,s158,r327,a1,v00,n,n10,28
1132,a1,s027,r065,a1,v00,c,n10,5
1133,a1,s027,r065,a1,v00,n,n10,34
1134,a1,s065,r467,a1,v00,n,n10,38
1135,a1,s005,r049,a1,v00,c,n10,5
1136,a1,s005,r049,a1,v00,n,n10,32
1137,a1,s006,r033,a1,v00,c,n10,5
1138,a1,s006,r033,a1,v00,n,n10,28
1139,a1,s015,r062,a1,v00,c,n10,5
1140,a1,s015,r062,a1,v00,n,n10,28
1141,a1,s022,r025,a1,v00,c,n10,4
1142,a1,s022,r025,a1,v00,n,n10,28
1143,a1,s087,r242,a1,v00,n,n10,29
1144,a1,s026,r065,a1,v00,c,n10,3
1145,a1,s026,r065,a1,v00,n,n10,23
1146,a1,s043,r050,a1,v00,c,n10,3
1147,a1,s043,r050,a1,v00,n,n10,19
1148,a1,s207,r387,a1,v00,n,n10,22
1149,a1,s030,r025,a1,v00,c,n10,2
